Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
2.4108,1.2803,-1.1169,2.4212,0.12095,0.29871,-30.96,5.04,-27.96
0.27241,0.23155,-2.2746,2.3292,-1.4499,0.047953,-30.48,5.28,-28.62
-1.7979,-1.6072,-1.3757,1.6377,-1.117,-0.13989,-30.06,5.4,-29.46
-0.70826,-0.72188,0.89894,0.7535,-0.60353,-0.48442,-29.34,5.28,-30.66
1.7434,1.1713,3.2008,0.72601,-0.64324,-0.95723,-28.98,5.16,-31.2
3.4459,-0.54481,7.0281,1.2443,0.23243,-1.0733,-29.04,5.16,-31.62
17.788,-4.6037,11.605,3.0064,0.39248,-1.4138,-29.1,4.8,-32.1
19.314,-8.8805,7.0962,3.9874,-0.1463,-0.17074,-29.1,4.5,-32.16
19.504,-16.276,5.4754,2.1105,-1.3708,1.4029,-29.46,4.02,-32.16
19.532,-2.0158,-0.77636,-3.2861,-2.0149,-0.081856,-30.66,3.18,-32.22
19.532,0.027241,0.24517,-5.9416,-1.3613,-0.031154,-31.2,2.82,-32.1
16.59,4.3177,5.0259,-3.4395,-1.8402,0.37813,-32.52,2.28,-31.5
17.611,2.2337,-1.471,2.2196,-1.7116,1.3338,-33.12,2.22,-31.08
17.311,0.89894,-4.4539,2.4722,-0.91263,1.0174,-33.78,2.1,-30.84
12.476,-0.49033,-3.1327,0.71532,-1.6667,0.62217,-34.32,1.98,-30.48
-3.1327,0.25879,1.2939,0.10079,-0.60812,0.5171,-35.46,2.34,-29.82
-5.6116,0.96704,1.9205,0.18418,-0.35277,0.44502,-36.0,2.58,-29.58
-8.9349,-0.55843,1.6344,0.33139,0.2697,0.79046,-36.36,2.64,-29.34
-9.1256,-4.3449,2.3427,0.31246,0.47312,0.20464,-37.02,2.88,-28.98
-5.6388,-2.8058,1.1169,-0.57849,1.4823,-0.57635,-37.38,3.0,-28.8
4.1814,-0.96704,-0.85808,-0.78191,1.726,-0.87109,-37.44,3.84,-28.86
5.38,-0.34051,1.6753,0.50549,0.09499,-0.95112,-37.38,4.14,-28.86
8.3765,-2.6423,0.17706,-0.34911,-0.62339,-0.56444,-37.5,4.02,-28.74
9.2482,-4.413,5.8704,-1.2495,-1.1469,-0.28558,-37.68,3.78,-28.86
10.46,-7.9951,12.681,-1.1191,-1.8234,-0.42791,-37.68,3.42,-29.1
7.6955,-0.27241,-10.474,-0.76694,-3.7806,-0.21564,-37.98,3.24,-28.92
11.918,-2.833,8.54,-1.1463,0.62186,-0.013744,-38.58,2.88,-28.62
17.57,-3.2144,2.4653,-1.0443,2.576,0.3372,-38.58,2.7,-28.5
19.409,-7.3141,0.49033,0.69547,2.8772,0.92363,-38.76,2.58,-28.26
19.532,-4.6582,-4.9306,1.1142,1.3974,-0.26206,-39.12,2.58,-27.78
10.365,-0.72188,-3.2008,-0.24343,1.2239,-0.82894,-39.36,2.58,-27.72
18.251,-1.8796,1.9886,-1.0797,4.5519,0.74953,-39.24,2.46,-27.66
