Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
-0.43585,-7.9134,0.16344,-0.064141,1.0266,0.27122,26.16,44.82,11.28
-0.31327,-7.8998,-0.095342,-0.046731,1.0443,0.2755,26.4,44.88,11.34
-0.095342,-8.4855,-1.0351,0.025351,0.94134,0.281,26.76,44.52,11.52
-0.14982,-9.6977,-1.9341,0.09499,0.75808,0.26603,26.88,44.4,11.7
-0.20431,-10.774,-2.3155,0.16371,0.50396,0.19028,27.06,44.28,12.06
-0.054481,-11.686,-3.0237,0.20006,0.20067,0.063835,27.48,44.28,12.18
0.040861,-11.795,-3.2689,0.37874,-0.5342,-0.098349,27.54,44.22,12.36
0.027241,-13.539,-3.5549,0.5452,-0.9893,-0.29169,27.72,44.22,12.42
-0.89894,-15.078,-3.4187,0.53481,-1.1949,-0.43921,27.84,44.28,12.3
-1.757,-14.124,-3.0101,0.3317,-1.4762,-0.65821,27.96,44.22,12.24
-2.656,-13.389,-2.6696,0.35155,-1.361,-0.59865,28.2,44.22,12.12
-2.9965,-12.217,-2.9284,0.27489,-1.1008,-0.53237,28.14,44.22,11.58
-2.4517,-11.618,-2.8467,0.135,-0.87476,-0.54672,27.9,44.4,11.22
-2.1384,-11.087,-2.1656,-0.009163,-0.7535,-0.61942,27.84,44.52,10.74
-1.0488,-9.7113,-1.4165,-0.11301,-0.69914,-0.69578,27.6,44.88,9.84
-0.92618,-9.3163,-1.4438,-0.24771,-0.52473,-0.76602,27.54,44.94,9.36
-0.70826,-8.5263,-1.6344,-0.31001,-0.28863,-0.74831,26.76,45.48,7.98
-0.16344,-7.3141,-1.9477,-0.34117,-0.055589,-0.69578,26.28,45.66,7.5
0.095342,-6.7012,-2.152,-0.33811,0.096822,-0.6072,25.92,46.02,6.9
0.43585,-6.279,-2.261,-0.31124,0.10232,-0.51862,25.56,46.32,6.66
0.84446,-6.0202,-2.1929,-0.31521,-0.058948,-0.4441,24.54,46.8,6.24
0.92618,-6.1019,-2.0839,-0.33903,-0.29016,-0.38607,23.94,47.22,5.94
0.76274,-6.2245,-1.7298,-0.36744,-0.54428,-0.35888,22.92,47.94,5.46
0.65378,-6.2926,-1.471,-0.40073,-0.73212,-0.34758,22.5,48.18,5.46
0.40861,-6.6331,-1.2803,-0.44532,-0.80084,-0.36805,21.54,48.54,5.16
-0.054481,-6.6467,-1.1032,-0.41111,-0.64355,-0.33262,21.06,48.84,4.98
-0.14982,-6.851,-1.2531,-0.37293,-0.53573,-0.26695,20.58,49.14,4.98
-0.1362,-7.0826,-1.1986,-0.32987,-0.48991,-0.25931,20.04,49.5,4.68
-0.21793,-8.0224,-1.1169,-0.28741,-0.47464,-0.27947,19.32,49.8,4.62
-0.095342,-9.4117,-0.91256,-0.28497,-0.45754,-0.31857,18.9,50.04,4.44
0.28603,-12.898,-0.17706,-0.33292,-0.53939,-0.46059,18.0,50.52,4.08
0.14982,-13.13,-0.054481,-0.38637,-0.62217,-0.63225,17.52,50.82,3.72
-0.54481,-12.803,-0.20431,-0.197,-0.56016,-0.68814,16.98,51.06,3.36
-1.7706,-13.825,-1.0896,0.19578,-0.59773,-0.46548,16.02,51.48,3.0
-1.7025,-14.71,-1.2803,0.15027,-0.60109,-0.24465,15.6,51.54,2.76
-1.1032,-14.955,-1.2667,0.071471,-0.41753,-0.087659,15.0,51.9,2.28
-1.1441,-12.626,-1.3212,0.16829,-0.22327,0.012217,14.1,52.38,1.8
-1.4982,-11.359,-1.6889,0.26878,-0.0018326,0.19242,13.56,52.56,1.5
-1.2395,-10.896,-1.7706,0.28466,0.20464,0.49083,13.08,52.68,1.14
0.47671,-9.9973,-1.1577,0.24251,0.39615,0.68875,12.36,52.92,0.78
0.78998,-9.7113,-0.96704,0.21777,0.4331,0.71319,12.06,52.98,0.36
0.92618,-8.6353,-0.40861,0.20281,0.27092,0.6524,11.64,53.04,0.3
0.38137,-8.036,-0.23155,0.23549,-0.081245,0.54153,11.58,52.92,-0.24
-0.24517,-7.2733,0.10896,0.27642,-0.20067,0.5678,11.7,52.92,-0.42
-0.9398,-6.3062,0.31327,0.33384,-0.17287,0.64507,11.88,52.92,-0.48
-1.6481,-5.5162,0.19068,0.354,-0.03146,0.69669,12.36,52.74,-1.08
-1.757,-5.4073,0.24517,0.31246,0.15974,0.72326,12.66,52.68,-1.2
-1.7843,-5.2302,0.19068,0.2138,0.36591,0.71074,13.02,52.56,-1.26
-1.5527,-5.4073,0.32689,0.10385,0.54245,0.65363,13.8,52.32,-1.62
-1.2258,-5.7478,0.47671,0.0027489,0.71013,0.58002,14.34,52.08,-1.74
-0.85808,-5.8295,0.44947,-0.03879,1.0605,0.49999,15.06,51.84,-1.98
-0.57205,-6.1155,0.58567,0.011606,1.3152,0.44776,15.54,51.66,-2.1
-0.054481,-6.5378,0.62654,0.034208,1.4035,0.42883,15.96,51.36,-2.1
0.47671,-7.3005,0.20431,-0.044593,1.554,0.46334,16.92,50.88,-2.34
