Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
0.44947,-9.221,-1.0079,-0.065668,-0.091324,-0.057421,17.46,39.24,-5.04
0.44947,-9.3163,-1.0624,-0.062919,-0.090713,-0.059559,17.28,39.42,-5.28
0.40861,-9.3436,-0.96704,-0.053756,-0.098655,-0.06353,17.04,39.42,-5.16
0.36775,-9.3436,-0.9398,-0.043982,-0.11454,-0.072693,16.92,39.54,-5.28
0.31327,-9.3844,-1.076,-0.031765,-0.11912,-0.067806,16.74,39.48,-5.28
0.24517,-9.3844,-1.0624,-0.022297,-0.12431,-0.06689,16.44,39.42,-5.46
0.14982,-9.3436,-1.1577,-0.018631,-0.12798,-0.061087,16.2,39.3,-5.52
0.095342,-9.2891,-1.2258,-0.03146,-0.13042,-0.040928,16.02,39.66,-5.64
0.081722,-9.3708,-1.1713,-0.047037,-0.09896,-0.025045,15.96,39.72,-5.64
0.095342,-9.4117,-1.0215,-0.059254,-0.066279,-0.0088575,15.9,39.72,-5.82
0.14982,-9.3436,-1.1577,-0.06689,-0.044899,-0.0061087,15.78,39.78,-5.52
0.19068,-9.3027,-1.1713,-0.05284,-0.026573,-0.0030543,15.9,39.72,-5.58
0.21793,-9.3708,-1.185,-0.045815,-0.015882,-0.0024435,15.9,39.72,-5.52
0.31327,-9.3436,-0.99429,-0.030849,-0.000611,-0.0079412,15.9,39.72,-5.52
0.35413,-9.3027,-1.1169,-0.020159,0.0051924,0.0051924,15.78,39.84,-5.52
0.36775,-9.2482,-1.185,-0.020769,0.015272,0.0048869,15.84,39.78,-5.4
0.40861,-9.3163,-1.2258,-0.017715,0.012217,0.0045815,15.96,40.02,-5.4
0.42223,-9.2891,-1.1577,-0.011606,0.0067195,0.010079,15.96,39.9,-5.34
0.43585,-9.4253,-1.2667,-0.018631,0.0073304,0.0082467,16.08,39.96,-5.28
0.35413,-9.3572,-1.2395,-0.018326,0.016493,0.012523,16.02,39.96,-5.28
0.29965,-9.2755,-1.0896,-0.0097738,0.020464,0.015882,16.08,39.9,-5.22
0.34051,-9.3572,-1.2395,-0.0094684,0.0281,0.020769,15.84,39.9,-5.04
0.42223,-9.3436,-1.3348,-0.0048869,0.032681,0.0042761,15.9,39.84,-4.86
0.42223,-9.3163,-1.2939,-0.0051924,0.026267,0.011301,15.9,39.84,-4.74
0.54481,-9.1529,-1.4846,-0.0058032,0.020769,0.011606,15.96,39.96,-4.68
0.78998,-9.1256,-1.757,0.028711,0.07025,0.032376,16.02,40.08,-4.68
0.95342,-9.1529,-1.7162,0.049175,0.091935,0.079718,15.96,39.9,-4.68
1.1441,-8.9486,-1.5663,0.06689,0.068111,0.13042,16.08,39.84,-4.68
0.54481,-8.5127,-1.0351,0.076053,0.0048869,0.1518,16.2,39.78,-4.8
0.34051,-8.5127,-0.85808,0.072998,-0.090408,0.11393,16.26,39.6,-4.68
-0.12258,-8.5808,-0.46309,0.04948,-0.17074,0.043066,16.44,39.66,-4.92
-0.50395,-8.9077,-0.34051,0.030849,-0.19028,-0.025656,16.44,39.72,-4.98
-0.55843,-9.2618,-0.14982,0.028405,-0.10415,-0.069944,16.56,39.78,-4.98
-0.53119,-9.6432,-0.38137,0.046731,0.03146,-0.085521,16.68,39.6,-5.1
-0.34051,-9.6023,-0.58567,0.083383,0.22022,-0.035736,16.8,39.42,-5.28
-0.081722,-9.6023,-0.70826,0.11668,0.2926,-0.019853,16.68,39.48,-5.22
0.43585,-9.6432,-0.98067,0.13317,0.30757,0.021991,16.62,39.48,-5.22
0.83084,-9.7249,-1.0896,0.13531,0.27153,0.042761,16.62,39.66,-5.16
0.88532,-9.7385,-1.076,0.14783,0.18021,0.07422,16.62,39.78,-5.16
0.88532,-9.7522,-1.0624,0.15455,0.076969,0.11332,16.56,39.9,-5.28
0.7355,-9.5479,-0.99429,0.16463,-0.0042761,0.12767,16.56,39.96,-5.22
0.49033,-9.5751,-1.0896,0.15088,-0.064752,0.12401,16.68,40.08,-5.16
0.14982,-9.3708,-0.85808,0.11606,-0.09163,0.11729,16.92,40.26,-5.4
-0.027241,-9.3844,-0.70826,0.093157,-0.067806,0.10721,17.04,40.26,-5.28
-0.027241,-9.3708,-0.61292,0.087659,-0.028405,0.12248,17.04,40.38,-5.4
-0.040861,-9.4389,-0.51757,0.089492,0.0058032,0.10934,17.22,40.2,-5.46
-0.040861,-9.507,-0.58567,0.091935,0.01405,0.095906,17.1,40.26,-5.52
-0.027241,-9.4389,-0.68102,0.083383,0.021686,0.091324,17.1,40.02,-5.7
-0.01362,-9.5887,-0.70826,0.073609,0.041539,0.079718,17.34,39.78,-5.7
0.10896,-9.6568,-0.8036,0.049175,0.065668,0.071777,17.46,39.84,-5.82
0.29965,-9.616,-0.8717,0.020464,0.099571,0.071777,17.58,39.48,-5.88
0.28603,-9.5751,-0.8717,0.010385,0.093157,0.064141,17.64,39.42,-5.82
0.28603,-9.5479,-0.64016,0.0054978,0.07086,0.040317,17.64,39.3,-5.82
0.14982,-9.5479,-0.62654,-0.0076358,0.048869,0.018021,17.58,39.18,-5.88
