Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
-0.84446,-2.7922,-2.9284,-0.44807,1.2147,0.54398,47.04,30.36,8.7
-0.20431,-1.7434,-2.261,-0.47037,1.4083,0.50213,46.38,31.2,9.36
0.69464,-1.7979,-1.4438,-0.30085,1.2901,0.42302,46.02,31.62,9.6
3.2144,-6.3607,-1.1577,0.093462,0.759,0.3372,45.18,32.46,10.38
4.2904,-9.4253,-1.0215,0.69761,-0.18173,0.25931,44.82,33.18,10.44
6.7693,-18.21,-2.6423,1.4581,-1.3906,0.43494,44.46,33.72,10.62
8.5127,-19.491,-5.1485,1.2669,-2.6802,0.84849,43.92,34.62,10.68
5.5162,-15.732,-4.0316,0.37202,-2.9951,0.45479,43.8,34.92,10.56
2.8739,-10.392,-2.2065,-0.37599,-2.9706,-0.10476,43.68,35.22,10.38
-1.1032,-8.3357,-1.5527,-0.35064,-2.5317,-1.0705,43.26,35.52,9.78
-2.3155,-10.065,-1.8932,-0.4273,-1.0776,-1.9227,43.02,35.64,9.36
-2.4517,-11.032,-1.6344,-0.88453,-0.015272,-1.8922,42.66,35.76,9.06
-0.96704,-10.093,-1.362,-1.219,0.7364,-1.5882,41.52,36.18,7.98
-0.35413,-8.7987,-2.8058,-1.3885,0.96028,-1.1005,41.04,36.18,7.44
2.3836,-7.5729,0.5993,-0.75778,-1.2697,0.12523,40.56,36.36,7.08
-4.3858,-3.8409,-1.6208,-0.20708,-1.2165,0.40225,39.66,36.78,5.52
-4.4811,-2.547,-1.4438,-0.40959,0.27825,0.035736,39.18,36.72,4.92
-1.9341,-0.96704,-1.2258,-0.41692,0.36957,-0.20097,38.76,36.66,4.26
-1.2122,1.5119,-1.0488,-0.32467,-0.25992,-0.43768,38.16,36.6,3.48
-2.0839,0.8717,-0.17706,-0.20678,-0.76908,-0.50274,37.74,36.66,3.24
-2.261,-2.0158,0.40861,-0.031154,-1.0705,-0.34453,37.38,36.84,2.94
-1.0624,-9.5342,1.3212,0.058032,-0.93982,-0.0042761,36.84,37.8,2.46
0.54481,-17.025,1.2803,-0.3879,0.43952,0.94562,36.9,38.22,2.28
2.9829,-19.218,2.8603,-0.82253,1.2236,1.3332,37.14,38.82,2.22
5.9793,-19.518,5.2166,-1.6344,3.4062,1.8867,38.4,39.78,2.28
6.0338,-17.257,4.4811,-1.6408,3.8094,1.5699,39.24,40.08,2.7
4.5083,-9.4798,2.7377,-1.0324,3.6701,0.71502,41.16,40.8,4.2
3.9908,-8.0905,1.4846,-0.010385,3.1802,-0.11973,42.0,41.04,5.52
4.4811,-9.5887,-2.0294,1.2651,2.029,-0.81184,43.86,41.82,8.04
5.6661,-11.114,-3.7047,1.4548,1.493,-0.80604,44.52,42.42,9.18
5.5162,-10.351,-3.4187,1.3552,-0.0061087,-0.38637,45.3,43.08,10.44
3.2961,-9.4389,-2.8875,0.86682,-2.0577,0.45051,46.08,43.62,11.46
-0.57205,-7.7364,-2.9011,0.56963,-2.1206,0.86437,47.46,44.46,13.44
-1.4574,-6.4016,-3.9635,0.26267,-1.1719,1.033,48.18,44.64,14.4
-1.3212,-3.5004,-4.4947,-0.051313,1.0431,1.0452,49.38,45.0,15.72
-0.47671,-2.8058,-3.6366,-0.23366,1.9929,0.87659,49.86,45.18,16.5
0.49033,-2.5742,-2.8739,-0.35064,2.2575,0.71319,50.04,45.42,17.04
2.3155,-3.4459,-1.866,-0.31124,1.9597,0.55008,50.34,45.84,18.0
3.7592,-5.8295,-1.9341,-0.090408,1.2031,0.3989,50.46,46.14,18.06
4.9033,-9.4389,-1.4574,0.36316,0.10079,0.38118,50.7,46.44,18.06
8.7034,-19.191,-4.6445,1.0098,-1.824,0.86926,51.06,47.22,17.88
7.8317,-19.491,-3.7865,0.57391,-2.1722,0.77427,51.42,47.46,17.52
5.8159,-19.137,-3.1191,-0.33048,-1.7721,0.16646,51.78,47.52,17.04
0.57205,-8.3901,-0.40861,-0.821,-0.93157,-0.55253,52.86,47.7,16.32
-1.0488,-6.0611,-0.40861,-0.57024,-0.036346,-1.5061,53.22,47.7,16.02
-1.0896,-6.9464,-1.2531,-0.14478,0.55405,-2.0339,53.52,47.88,15.72
0.081722,-10.379,-2.2746,-0.25259,0.88148,-1.981,53.4,48.36,15.42
0.40861,-10.474,-2.4517,-0.51801,0.6802,-1.3934,53.28,48.6,15.24
0.76274,-9.902,-2.6696,-0.37415,0.16585,-0.6072,52.92,48.78,14.82
0.027241,-7.2869,-2.6287,-0.12828,-0.20586,-0.0562,52.02,49.38,13.5
-0.57205,-5.2983,-2.4653,0.000611,-0.21961,0.20189,51.48,49.56,12.66
-0.89894,-3.8001,-2.4789,0.04948,-0.11118,0.23915,50.82,49.8,11.64
-1.1169,-1.3076,-2.3972,0.074831,-0.3543,0.14447,49.74,49.74,9.78
-1.3076,0.040861,-2.5334,0.27519,-0.9951,-0.047647,49.2,49.62,9.0
-1.0624,0.8036,-2.2337,0.36591,-1.4371,-0.23152,48.66,49.74,8.28
-1.1713,-2.7104,-0.6674,0.54123,-2.0385,-0.30696,47.04,50.04,7.14
-1.5527,-6.4424,-0.6674,0.51129,-2.164,-0.1237,46.14,50.52,6.42
-1.0896,-11.754,0.61292,0.27122,-1.5595,0.28405,45.54,50.82,5.76
3.9363,-19.368,3.4187,-0.2248,0.2138,1.2889,44.64,51.48,4.08
5.5162,-19.491,4.4675,-1.3668,1.5,1.5608,44.4,51.9,3.24
6.0883,-19.532,4.1133,-1.3286,2.1139,1.4087,44.46,52.44,2.76
4.699,-11.468,3.2825,-0.85246,2.3812,0.7816,44.82,53.04,2.04
3.4459,-8.9349,2.1656,-0.093462,2.3115,-0.044593,45.36,53.34,2.1
3.4187,-10.079,0.34051,0.68325,2.0171,-0.69608,45.78,53.82,2.28
3.8001,-11.128,-2.2474,0.98594,1.639,-1.0125,46.26,54.72,2.7
3.4596,-9.8611,-2.9011,0.53481,0.36927,-0.55589,46.2,55.32,2.88
2.1793,-8.3629,-2.4517,0.18234,-0.47067,0.030849,46.08,55.74,3.0
-1.1577,-5.7342,-2.6696,-0.084299,-0.51465,0.50824,46.26,56.52,3.42
-1.8932,-4.413,-3.1599,-0.33659,0.23427,0.81367,46.44,56.82,3.72
-1.8932,-2.9965,-3.2553,-0.52809,1.2956,0.9166,46.38,57.0,4.14
-0.14982,-1.7434,-1.7706,-0.61942,2.0617,0.8601,46.68,57.36,5.52
0.5993,-2.0567,-1.185,-0.48381,2.1029,0.74098,46.68,57.42,6.36
1.7979,-3.3642,-0.50395,-0.23305,1.5598,0.62797,46.62,57.42,7.02
3.8001,-8.5263,1.0215,-0.065057,1.1924,0.61148,46.2,58.2,8.22
5.9249,-17.461,0.62654,0.76083,-0.12523,0.72174,45.66,58.5,8.52
7.1643,-19.273,-0.31327,0.68997,-0.63041,1.0128,45.18,58.74,8.58
6.4969,-18.333,-2.547,1.0993,-0.22358,0.7929,44.7,59.28,8.34
5.4073,-12.258,-3.8001,1.0806,-0.7254,-0.061697,44.7,59.4,8.22
4.1951,-8.4719,-3.9499,0.96761,-1.1051,-0.50305,44.58,59.46,8.04
2.0975,-9.1665,-3.4868,1.1832,-2.2523,-1.6484,44.04,59.64,7.08
-0.92618,-10.515,-2.6968,0.6463,-2.3705,-1.8818,43.62,59.4,6.48
-3.2825,-9.4389,-2.5061,-0.1405,-1.8424,-1.635,41.82,59.34,4.68
-3.8001,-8.5808,-3.2008,-0.65515,-1.0165,-1.2361,40.62,59.16,3.54
-3.8001,-7.6546,-3.8682,-1.036,0.18234,-0.8436,39.42,59.1,2.46
-2.9829,-5.4209,-3.5685,-1.3268,2.2061,-0.26053,36.78,58.62,-0.12
-2.0839,-3.9908,-2.6287,-1.3399,2.6041,-0.092546,35.34,58.26,-1.26
-1.2122,-2.5334,-1.6481,-1.3347,2.5247,0.037568,34.02,57.9,-2.1
-0.35413,0.095342,-0.78998,-1.1799,1.7816,-0.029016,31.08,57.06,-3.6
-0.040861,1.0351,-0.65378,-0.83475,0.87476,-0.18387,29.7,56.76,-3.96
0.43585,-2.2201,-0.054481,-0.47006,0.03207,-0.25901,26.82,55.98,-4.56
0.64016,-4.1542,0.32689,-0.1628,-0.62125,-0.1741,25.38,55.68,-4.32
1.6208,-9.7794,1.6072,-0.07025,-0.63561,-0.044899,23.94,55.5,-4.14
3.2553,-18.714,1.6753,-0.22541,-0.064752,0.72754,21.48,55.14,-3.18
4.9033,-19.477,2.8194,-0.63652,1.036,1.1949,20.46,54.9,-2.52
5.8567,-19.532,2.2337,-0.56658,1.8442,1.5785,19.62,54.84,-1.68
6.1428,-16.508,0.31327,-0.21594,2.0482,1.383,18.06,54.6,-0.06
5.7478,-13.634,-0.14982,-0.094684,1.9465,0.80329,17.52,54.54,0.96
4.6854,-10.896,-0.21793,-0.12828,1.8323,0.089492,16.98,54.54,1.68
2.4108,-7.0553,-0.54481,-0.057421,1.7593,-0.59559,16.02,54.48,3.42
1.9886,-6.5514,-0.50395,0.087965,1.7229,-1.0553,15.3,54.66,4.26
2.0839,-7.0962,-0.57205,0.18815,1.5821,-1.2165,14.34,54.78,5.1
2.3155,-8.0632,-0.89894,0.15272,1.3341,-1.0913,12.18,55.32,7.14
2.2201,-8.0496,-1.1169,0.12309,1.0831,-0.4777,11.1,55.38,7.98
2.0022,-7.5729,-1.7025,0.13164,1.0712,0.099266,9.9,55.62,8.88
2.3291,-5.6797,-1.4438,0.17287,0.98105,0.65363,7.5,56.4,10.92
2.3836,-5.5299,-0.40861,0.1741,0.70066,0.99021,6.42,56.94,11.88
2.1656,-6.1973,0.44947,0.12798,0.4945,1.117,5.34,57.42,12.66
2.152,-8.8532,1.6889,0.068111,0.59346,1.1414,3.36,58.74,13.86
2.6151,-11.591,1.866,0.10843,1.2993,1.1503,2.4,59.4,14.28
3.6775,-15.023,2.0975,0.17196,1.883,1.1435,1.56,59.82,14.58
6.3607,-19.423,1.7434,0.43035,2.2981,1.0522,0.3,61.26,14.7
6.851,-19.518,0.21793,0.71807,2.5406,0.71502,0.12,61.8,14.58
6.8374,-18.673,-1.8932,1.1322,2.2684,0.083994,0.3,62.34,14.46
5.2302,-13.007,-4.9578,1.2184,1.4145,-0.64446,1.08,63.18,14.1
3.9908,-11.754,-4.5764,0.82345,-0.11668,-1.5751,1.68,63.6,13.92
1.6889,-10.324,-2.7377,0.55803,-0.40897,-1.6863,2.46,63.9,13.74
-2.4244,-8.0905,-2.4244,0.16982,0.020769,-1.4184,4.02,64.2,13.2
-2.5198,-7.3277,-3.7184,-0.16249,0.81001,-0.97402,4.98,64.08,13.02
-1.9341,-6.9055,-4.7671,-0.36744,1.6438,-0.47434,5.94,63.96,13.08
-0.76274,-5.6933,-5.0259,-0.53817,2.4578,0.042761,7.8,63.54,13.32
0.28603,-5.3119,-4.413,-0.54275,2.9343,0.76847,8.7,63.24,13.68
1.3893,-4.8897,-3.9227,-0.54336,2.536,1.0131,9.72,63.06,14.04
2.2201,-4.6718,-3.7865,-0.44043,1.8983,0.98288,10.8,62.52,14.46
3.337,-4.8488,-4.3313,-0.22144,1.0919,0.85338,12.48,62.34,15.72
4.4675,-7.5593,-5.203,0.12065,0.10537,0.66432,14.34,62.64,16.5
4.8625,-10.869,-5.2847,0.35155,-0.9615,0.47098,16.56,63.24,16.32
4.5492,-15.364,-5.1076,0.46578,-1.982,0.38149,18.66,63.36,15.18
4.2904,-18.701,-5.4618,0.31948,-2.9083,0.70188,19.2,63.48,14.22
3.5549,-19.436,-5.5707,-0.61331,-2.7257,0.92149,19.08,63.06,11.82
1.9341,-17.461,-3.7047,-1.9334,-1.8201,0.87659,18.3,62.22,9.78
0.55843,-13.157,-2.152,-2.6163,-0.55741,0.5003,16.5,60.96,8.52
-0.027241,-11.618,-1.6617,-2.8784,0.75625,-0.16371,13.92,59.4,8.16
0.96704,-12.926,-1.5527,-2.9569,1.9297,-0.88087,10.68,57.0,8.88
2.1929,-13.893,-0.70826,-3.3408,3.237,-1.8167,6.54,54.24,10.98
2.8603,-13.797,-0.040861,-3.6362,3.7336,-2.2672,1.74,51.36,14.76
2.9829,-13.484,0.21793,-3.7458,3.8692,-2.6469,-0.42,49.86,17.22
2.8467,-12.544,-0.068102,-3.6624,3.8326,-2.9529,-4.32,46.86,22.8
3.2008,-11.223,-0.25879,-3.5113,3.6328,-3.1188,-8.04,44.04,28.68
3.3778,-10.215,-0.46309,-3.2672,3.1683,-3.1551,-11.88,40.98,33.84
3.3642,-9.6977,-0.47671,-2.9792,2.4593,-3.0723,-13.68,39.42,36.12
2.9829,-9.0575,-0.51757,-2.6823,1.6298,-2.9028,-17.22,36.24,39.78
2.4108,-8.7306,-0.54481,-2.2657,0.63927,-2.4331,-20.76,32.58,42.3
1.9205,-8.322,-0.50395,-2.0647,0.27245,-2.0748,-22.44,30.78,43.5
1.1032,-7.5048,-0.39499,-1.8482,0.11606,-1.6933,-25.32,27.0,44.94
0.36775,-6.6604,-0.16344,-1.6298,0.15272,-1.2987,-28.02,23.28,46.02
0.12258,-6.4152,-0.27241,-1.3891,0.32956,-0.89247,-29.1,21.6,46.44
-0.027241,-5.7342,-0.25879,-0.96059,0.61606,-0.20678,-30.66,18.18,47.16
0.31327,-5.4345,-0.44947,-0.65454,0.65057,0.28986,-31.68,15.48,47.46
0.64016,-5.5843,-0.53119,-0.35003,0.5849,0.85521,-32.1,12.96,47.88
0.7355,-5.7478,-0.57205,-0.055589,0.5116,1.4197,-32.4,12.06,48.0
1.1169,-6.0883,-0.61292,0.2193,0.46731,1.9856,-32.82,10.62,48.0
1.4438,-6.17,-0.50395,0.46792,0.45296,2.4801,-33.18,10.14,47.88
1.5391,-6.8647,-0.10896,0.84055,0.49969,3.0962,-33.66,10.2,47.4
1.5119,-8.4855,0.21793,1.1521,0.64263,3.5882,-33.84,10.44,47.16
1.7434,-11.713,0.28603,1.4618,0.97128,4.2278,-34.32,11.76,46.5
3.4187,-17.025,-0.12258,1.7565,1.3803,4.9666,-34.86,13.92,45.66
5.5571,-18.919,-1.2395,1.9621,1.6976,5.5335,-35.22,16.8,44.76
6.9464,-19.259,-2.261,2.1756,1.5895,5.791,-35.22,20.28,43.68
7.4095,-19.45,-2.5742,2.2862,0.98288,5.674,-34.98,22.14,43.02
6.9191,-18.469,-3.1463,2.0604,-0.62186,4.5222,-33.84,25.8,41.64
4.7126,-16.317,-2.3155,1.6176,-1.4132,3.459,-32.22,29.76,40.14
2.8603,-14.601,-1.6208,1.1231,-1.3347,2.6212,-31.14,31.74,39.6
0.53119,-12.708,-1.6481,0.61636,-0.30849,2.0214,-28.38,35.46,38.34
-0.39499,-11.278,-1.9341,0.17287,1.3463,1.5146,-25.26,38.76,36.78
0.38137,-10.011,-1.8524,-0.33078,3.8628,1.055,-22.08,41.58,34.92
1.0079,-9.1937,-1.3893,-0.67806,5.1933,0.93096,-19.14,43.5,33.12
1.9886,-8.3629,-0.61292,-0.96883,6.0818,0.99388,-17.88,44.28,31.86
3.1327,-8.0088,-0.14982,-1.2016,6.4168,1.1368,-15.42,45.6,29.82
4.304,-7.8862,0.35413,-1.419,6.2892,1.2874,-13.62,46.68,27.72
4.5492,-7.7091,0.44947,-1.595,5.8692,1.4511,-12.66,46.86,26.64
4.7263,-7.3277,0.70826,-1.6646,5.3512,1.5928,-11.4,47.16,24.54
4.7944,-6.7012,0.88532,-1.5366,4.6951,1.7107,-10.38,47.22,22.74
4.9033,-6.1428,0.8717,-1.2886,4.3799,1.7153,-9.36,47.1,21.48
4.9987,-5.7342,0.58567,-0.9218,4.0467,1.6921,-8.94,47.04,20.88
5.6388,-5.3119,-0.095342,-0.39401,3.5891,1.631,-7.8,46.86,19.98
6.8783,-5.4481,-1.4574,0.20556,2.8552,1.551,-6.24,46.8,19.68
8.322,-6.6331,-2.9011,1.0666,1.0162,1.321,-4.98,46.8,19.38
8.8124,-7.7636,-3.5004,1.4957,-0.5736,1.0675,-4.14,46.68,19.38
8.1586,-9.0575,-3.7728,1.7862,-2.0177,0.69425,-2.82,46.92,19.26
5.7342,-10.011,-3.8001,1.8558,-2.9465,0.19212,-1.8,47.16,18.6
4.7671,-10.964,-3.9908,1.8457,-3.153,-0.33872,-1.44,47.46,17.94
3.2553,-14.329,-5.993,1.7486,-2.8301,-0.80054,-1.14,48.06,16.38
2.2474,-14.478,-6.3471,1.2052,-2.2098,-1.1796,-1.68,48.72,14.46
1.8387,-13.239,-5.1485,0.13011,-0.99693,-1.865,-2.34,48.96,13.56
0.85808,-10.665,-4.2223,-0.14569,-0.32742,-2.3311,-4.8,49.74,11.64
0.69464,-10.896,-4.4402,-0.26756,0.058338,-2.7623,-8.58,49.86,10.32
0.70826,-12.204,-4.9987,-0.39004,0.21502,-2.945,-13.02,49.92,9.96
1.4165,-14.138,-4.9987,-0.53206,0.28497,-2.8469,-17.34,49.62,10.74
1.6344,-15.064,-4.699,-0.82558,0.18723,-2.5427,-19.44,49.14,11.28
1.076,-14.887,-3.0918,-1.4395,-0.16738,-2.2465,-24.18,47.94,12.78
-0.27241,-13.13,-1.8251,-1.671,-0.11637,-2.2055,-29.46,45.84,14.76
-0.44947,-12.286,-1.6072,-1.7388,0.28619,-2.2422,-32.04,44.7,16.08
-0.31327,-11.863,-1.5119,-1.7532,0.74862,-2.2578,-37.14,42.42,18.72
0.28603,-11.155,-1.1032,-1.7028,1.0522,-2.2681,-41.34,39.72,21.42
1.076,-10.052,-0.44947,-1.5876,0.92057,-2.1869,-44.64,37.08,23.64
1.0896,-9.5206,-0.25879,-1.4563,0.21105,-2.0223,-45.9,35.58,24.66
0.25879,-7.75,-0.32689,-1.2318,-0.80695,-1.5348,-48.9,32.64,26.1
-0.64016,-6.5378,-0.51757,-1.0195,-0.86346,-1.0959,-52.02,30.0,27.48
-0.88532,-5.6388,-0.40861,-0.78557,-0.67104,-0.6744,-53.34,28.68,28.26
-0.57205,-4.6445,-0.42223,-0.55344,-0.48503,-0.3488,-55.44,26.64,30.18
0.068102,-4.7671,-0.28603,-0.40225,-0.4215,-0.097738,-56.52,24.96,31.92
0.14982,-4.8897,-0.19068,-0.34453,-0.39492,0.10751,-56.94,24.18,32.58
0.28603,-5.2302,-0.054481,-0.34819,-0.21961,0.32987,-57.24,22.62,34.2
0.6674,-6.2654,0.095342,-0.36133,0.019242,0.47495,-57.18,21.42,35.82
0.99429,-6.96,0.19068,-0.40164,0.36346,0.64752,-57.06,21.0,36.6
1.6889,-7.464,0.19068,-0.41142,0.72601,0.86254,-57.0,20.7,37.92
2.261,-7.3822,0.095342,-0.37751,1.0369,1.0996,-56.88,20.28,38.94
2.5334,-7.1507,-0.12258,-0.20067,1.3674,1.4065,-56.88,20.46,39.54
2.6423,-7.0145,-0.21793,-0.0076358,1.5269,1.6057,-57.0,20.58,39.6
3.051,-6.4969,-0.49033,0.23579,1.5678,1.8164,-57.48,20.82,39.42
3.6094,-5.9249,-1.3757,0.48961,1.4209,2.0107,-58.02,21.6,38.88
3.623,-5.3119,-1.9341,0.7199,1.1344,2.1787,-58.38,22.68,37.86
3.6094,-5.1621,-2.1384,0.88148,0.78435,2.2694,-58.32,23.4,37.2
3.8682,-5.6116,-2.4789,1.018,0.46517,2.2843,-58.74,24.9,35.7
4.3177,-7.4367,-2.261,1.2926,0.15241,2.1991,-58.32,26.52,33.72
4.5356,-9.4525,-1.6072,1.9148,-0.37904,2.3363,-58.08,27.66,32.7
6.3335,-18.742,-4.4402,3.0299,-0.93096,2.8934,-57.0,29.88,30.6
