Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
0.68102,-8.4991,-1.6208,-1.8769,0.25656,1.3638,19.74,46.98,-30.72
0.98067,-10.12,-0.61292,-1.8958,0.9725,1.4273,20.04,47.04,-30.42
0.20431,-11.809,0.99429,-2.0852,1.5391,1.343,20.76,47.46,-29.4
0.20431,-11.809,0.99429,-1.4484,-0.22816,0.75289,20.76,47.46,-29.4
1.362,-12.953,5.3119,-1.5934,-2.8185,0.30421,21.18,47.82,-28.62
4.9033,-10.637,0.24517,-2.4774,-3.675,0.1011,21.54,48.12,-27.96
1.9341,-10.515,-1.076,-0.86651,-0.85857,0.12462,22.44,48.66,-26.34
-1.6072,-11.822,-0.027241,-0.51771,-1.0162,0.53939,22.8,48.9,-25.56
-1.1169,-9.7794,-0.32689,-1.2911,-2.2648,0.043982,23.22,49.5,-24.06
-0.14982,-8.6353,-1.6072,-1.5855,-2.8769,0.058032,23.64,50.16,-22.86
-0.29965,-8.4038,-1.757,-1.4343,-2.1719,0.096517,23.82,50.88,-21.42
-0.46309,-8.6625,-1.3757,-1.157,-1.5815,0.068722,24.0,51.24,-20.22
-0.98067,-8.7034,-1.0488,-0.99327,-1.1011,0.075136,23.94,51.84,-19.14
-1.6481,-8.6217,-1.2395,-0.88178,-0.99082,0.033903,23.76,52.26,-18.36
-1.7434,-8.4991,-1.1986,-0.72449,-1.0253,-0.028405,23.46,52.56,-18.06
-1.2531,-8.1586,-1.5663,-0.54245,-1.0461,-0.0058032,22.86,53.1,-17.64
-1.4982,-7.4776,-2.0431,-0.29566,-0.69364,-0.031765,22.38,53.52,-17.1
-1.9886,-7.0009,-2.3427,-0.081551,-0.39523,-0.075136,21.96,53.94,-16.44
-1.866,-6.96,-2.4517,0.09896,-0.17959,-0.11576,21.42,54.18,-16.08
-1.6753,-7.0962,-2.6015,0.18876,-0.10446,-0.13164,21.24,54.3,-16.08
-1.1986,-7.1371,-2.833,0.42394,-0.090408,-0.17715,21.12,54.48,-15.9
-1.1169,-7.3822,-2.9284,0.57941,-0.14722,-0.24648,20.88,54.84,-15.84
-1.2531,-8.1995,-3.7184,0.71685,-0.20831,-0.36377,20.64,55.08,-16.02
-1.4438,-8.8124,-4.1406,0.76938,-0.15302,-0.47373,20.4,55.2,-16.14
-2.3563,-10.447,-5.4754,0.47892,0.037263,-0.41508,19.92,55.26,-16.32
-3.1463,-10.964,-6.0883,0.11454,0.22083,-0.2248,19.8,55.14,-16.5
-4.8352,-11.523,-7.1371,-0.16157,-0.064141,-0.0036652,19.5,55.08,-17.04
-4.413,-11.359,-6.6331,-0.19914,-0.37171,0.12462,19.08,55.14,-17.46
-3.4323,-11.073,-5.2575,-0.27947,-0.37538,0.21777,19.02,55.08,-17.64
-2.152,-10.283,-3.9363,-0.56597,-0.55803,0.23732,18.78,55.02,-18.06
-1.866,-7.246,-2.6015,-0.68967,-0.71105,0.14752,18.24,55.08,-18.24
-1.5119,-4.6445,-1.2395,-0.45021,-0.90683,-0.075747,17.88,55.32,-18.42
-0.96704,-5.3937,-1.471,0.20342,-0.94287,-0.51588,17.7,55.44,-18.48
-1.1169,-10.065,-3.8954,0.36682,-0.036346,-0.7703,17.22,55.44,-18.42
-2.0567,-16.385,-5.8023,-0.27611,0.29749,-0.58307,16.86,55.98,-18.24
-3.1599,-14.056,0.23155,-0.40989,1.4917,-0.2978,16.68,55.98,-18.24
-5.1894,-5.1076,3.4732,0.64049,1.5287,-0.27825,16.38,56.52,-18.06
-0.28603,-6.8647,2.2065,0.90988,1.9884,0.0054978,15.96,56.82,-17.94
3.7047,-10.787,0.34051,2.2605,2.8781,-0.025045,15.78,57.0,-18.0
5.3119,-11.496,1.7298,2.5314,3.751,-0.010996,15.6,57.3,-18.48
4.985,-10.188,1.9477,2.1484,3.7568,0.53634,15.72,57.0,-19.02
5.6933,-12.136,0.9398,1.4157,2.7574,0.93768,16.26,56.88,-19.62
2.7786,-13.348,-0.12258,1.0476,1.0611,0.31734,17.04,56.7,-20.4
2.0703,-14.152,-0.40861,1.0913,0.46762,-0.41081,17.4,56.52,-20.7
1.5391,-11.482,0.068102,1.5284,-0.55283,-1.3366,18.0,55.92,-21.66
-0.76274,-9.5751,-2.5061,1.1661,-0.91233,-1.4755,18.36,55.32,-22.92
-1.0624,-7.5457,-2.8739,0.89003,0.089186,-1.5614,18.54,54.96,-23.58
-1.4574,-8.4719,-2.5198,1.2428,1.3054,-0.88117,18.54,54.6,-24.78
-0.14982,-10.161,-2.3018,1.5113,2.095,-0.73487,18.54,54.3,-25.26
-0.24517,-10.733,-2.3427,1.5769,3.0391,-0.56108,18.54,53.88,-26.28
0.19068,-11.25,-1.2803,1.1063,3.0375,-0.41539,18.24,53.28,-27.6
2.0975,-10.025,3.0646,0.92454,2.8695,-0.3708,18.0,52.74,-28.56
0.6674,-8.8941,2.8194,1.0195,1.2178,-0.29535,17.88,52.44,-29.16
-0.040861,-9.8475,0.5993,0.4725,-1.9056,0.10751,17.82,52.14,-29.76
0.42223,-11.645,-3.0918,0.40867,-3.0717,0.17349,17.82,51.96,-30.36
3.8273,-14.369,-7.4231,-0.43066,0.61545,0.18692,17.7,51.72,-31.44
1.1713,-14.642,-2.6696,-1.3121,2.0311,0.4444,17.94,51.66,-32.16
-0.01362,-16.671,0.14982,-1.9233,1.2859,0.5284,18.18,51.72,-32.46
-1.185,-16.195,0.51757,-2.4593,-0.35919,0.85246,18.66,51.78,-32.82
-0.96704,-15.663,-1.3757,-3.4383,-2.2141,1.3137,19.08,52.38,-32.58
-2.7241,-16.494,-1.7979,-4.5091,-3.6429,1.8357,19.2,52.74,-32.1
-2.3427,-15.732,-1.1305,-4.4621,-3.9926,1.6411,19.38,53.88,-30.96
-0.53119,-19.327,-3.2144,-3.6829,-2.5391,1.9716,19.38,55.2,-29.28
4.9714,-18.878,-0.44947,-3.7654,-0.51038,2.3573,19.5,56.76,-26.82
5.3392,-18.946,3.5958,-2.9544,1.7217,1.2553,19.8,57.54,-25.38
-1.3757,-14.601,3.2144,-2.6182,-0.59284,0.46914,20.64,58.68,-21.96
2.547,-12.054,-3.5413,-6.1398,-3.656,1.2425,21.3,59.82,-18.24
2.6696,-5.6116,-2.6423,-4.7709,-1.0049,0.77549,21.72,60.42,-16.2
0.61292,-2.4789,2.6832,-3.478,-2.0119,0.99327,22.74,61.08,-11.76
-1.1032,0.54481,0.89894,-3.2025,-1.8378,0.54489,23.82,61.86,-7.74
1.0215,1.0488,0.64016,-2.3039,-2.08,0.23549,25.02,61.92,-3.42
-1.3484,0.89894,0.10896,-1.6796,-2.2419,0.13286,26.64,61.98,0.18
-1.9477,0.96704,0.027241,-0.90927,-1.7914,-0.080329,27.3,61.92,1.86
-2.4653,1.3484,-0.70826,0.11637,-0.6524,-0.47831,28.62,61.62,4.74
-3.1735,1.6481,-0.095342,1.1344,-0.10996,-1.0608,29.58,61.68,6.78
-3.623,2.0294,-0.12258,2.1252,-0.78252,-1.569,29.82,61.5,7.68
-9.4253,-9.5615,-14.764,0.83169,-0.28375,-0.92088,30.42,61.44,8.64
1.3212,-14.71,-10.488,1.6692,-1.0806,-1.6619,30.54,61.38,8.88
-6.456,-14.029,1.7979,1.5006,2.1799,-1.5574,30.18,61.38,8.4
-5.1621,-11.414,-4.3585,1.4435,0.85552,-1.2068,29.4,61.68,7.38
-0.62654,-10.215,-3.3642,1.7077,1.7892,-1.3622,28.62,61.86,6.96
-0.62654,-11.373,-0.42223,1.9145,1.898,-0.87659,27.18,62.28,5.82
-1.3757,-10.161,-2.2201,2.0137,1.1106,-0.41722,25.5,62.7,4.32
-0.49033,-10.61,-2.0975,2.2376,1.157,-0.12584,24.72,62.7,3.48
1.7706,-12.735,-1.6072,2.5879,1.4899,-0.2251,23.4,63.12,1.86
0.74912,-13.375,-3.7728,2.7129,1.7153,-0.46762,21.9,63.18,0.12
0.44947,-11.536,-3.1054,2.8876,2.5986,-1.1909,20.52,63.24,-1.68
1.7025,-10.147,-1.471,3.0812,2.6206,-1.2694,19.86,63.3,-2.64
3.6094,-9.8748,-1.3893,2.9954,2.5427,-1.6176,18.72,63.06,-4.74
1.975,-7.8317,-2.2065,2.3973,1.9816,-1.7755,17.82,62.76,-7.26
-0.47671,-7.5865,-2.5879,1.8628,0.61636,-1.7883,16.56,62.16,-9.66
-4.4402,-6.2517,-1.5663,1.6719,0.039706,-1.6915,15.9,61.92,-10.86
-5.0531,-6.7693,-2.9284,2.1866,1.3781,-0.92363,14.58,61.32,-13.08
1.3893,-8.0496,-2.152,1.4725,1.7422,0.0076358,13.2,60.6,-15.48
1.9341,-8.1313,-0.54481,1.015,2.5705,0.016493,12.06,60.06,-17.7
1.7706,-8.7987,-0.70826,1.6163,2.7159,0.11606,11.64,59.76,-18.72
2.9965,-11.387,0.027241,1.2052,1.7718,0.22663,10.86,59.28,-20.88
3.337,-12.068,0.095342,1.131,-0.30849,0.082161,10.38,58.74,-22.68
2.4925,-13.116,-0.91256,1.2602,-0.86407,0.077274,10.32,58.38,-23.58
2.0294,-15.922,-4.1678,0.79901,-1.3616,0.22052,10.14,57.84,-25.08
-0.19068,-16.617,-4.2495,0.10996,-1.6084,0.54123,10.2,57.18,-26.58
-2.2201,-17.516,-1.1441,-1.2825,-0.29352,0.65882,10.26,57.06,-27.18
-3.4459,-15.554,0.068102,-1.8601,0.031765,0.62308,10.5,56.82,-27.9
-2.1656,-14.737,-2.3699,-2.4065,-1.7394,0.99021,10.62,56.7,-28.08
-1.7706,-13.157,-6.5786,-4.4581,-5.6496,2.1283,10.86,56.94,-27.78
-0.6674,-12.449,-7.3141,-5.1533,-6.6893,2.2281,10.86,57.24,-27.24
1.2531,-19.028,-8.717,-4.3191,-4.642,2.3366,11.04,57.66,-25.56
2.547,-14.792,5.489,-1.7791,4.6801,0.93035,11.28,58.26,-23.34
0.89894,-11.414,12.149,-0.97372,3.0033,0.31918,11.7,58.92,-20.46
-0.69464,-10.433,7.3822,-2.2046,-2.6814,0.55925,11.94,59.28,-18.96
0.9398,-12.871,-0.58567,-5.7104,-5.7605,1.9645,12.72,60.0,-15.72
1.2258,-7.0962,-4.522,-6.7467,-0.69242,1.7025,13.8,60.36,-12.06
0.8036,-3.4732,-1.0351,-3.1887,-2.3482,1.2547,15.3,60.48,-7.8
-0.76274,-1.8387,1.8932,-2.9664,-1.9829,1.3189,17.1,60.3,-3.96
-0.19068,-0.24517,0.12258,-2.5357,-2.2801,1.1093,18.06,60.0,-2.34
-2.0567,-1.6753,-1.6889,-1.9175,-1.9132,0.84147,20.04,59.58,0.72
-3.2825,-2.0431,-1.8387,-1.2156,-1.1536,0.40164,21.84,58.86,3.42
-2.8603,-1.2667,-0.54481,0.25687,-0.13775,-0.48319,23.52,58.5,5.82
-2.8739,-0.14982,0.095342,1.2205,-0.38973,-1.1533,24.42,58.2,7.08
-4.6037,0.62654,-1.9341,2.2807,-0.59529,-1.9594,26.04,57.84,8.88
-8.2131,-7.246,-9.9973,1.9367,0.37904,-1.7303,26.52,57.54,9.36
-7.5865,-11.795,-4.1814,1.8298,-0.40409,-1.2776,26.76,57.48,9.6
-3.0782,-15.772,-0.8036,1.737,1.8253,-1.5168,26.88,57.36,9.18
-5.7614,-11.509,-3.0918,1.7242,1.0327,-1.2092,26.7,57.36,9.0
-0.83084,-6.3743,-3.8137,1.6179,1.5366,-1.0669,25.8,57.42,8.28
0.38137,-7.8453,-3.3506,1.821,2.0724,-0.79046,25.08,57.54,7.86
0.92618,-12.108,-2.8875,1.9074,1.9273,-0.42486,23.64,57.84,6.72
1.4029,-13.28,-2.3155,2.0009,1.9325,-0.059865,22.68,57.84,6.0
2.656,-13.961,-2.2201,1.9419,1.9648,-0.20097,21.84,57.78,4.92
0.16344,-12.381,-4.0589,2.0553,1.383,-1.055,20.04,57.96,3.06
-0.92618,-10.719,-4.0725,2.2565,1.8616,-1.5137,18.96,57.78,2.16
-0.62654,-8.9758,-2.3972,2.693,2.2962,-1.4627,18.0,57.72,1.08
1.1169,-8.4446,-1.3348,2.5995,2.3485,-1.1781,16.08,57.66,-0.84
0.83084,-8.54,-1.1986,2.1023,2.2645,-1.0479,15.18,57.54,-1.92
0.16344,-8.7851,-1.3893,1.6426,1.6212,-1.0696,13.62,57.0,-4.08
-0.027241,-8.7443,-1.5391,1.3772,0.68264,-1.1707,13.02,56.82,-5.22
-1.9613,-6.9191,-2.2065,1.9419,0.70433,-0.99907,11.7,56.28,-7.5
-1.9341,-7.9679,-3.0918,1.7098,1.0644,-0.42974,11.04,56.1,-8.76
0.24517,-8.7306,-2.8058,1.3237,1.3641,-0.040317,10.5,55.8,-10.08
3.4868,-9.221,-1.6344,1.1695,2.0922,-0.04612,9.6,55.5,-12.24
3.228,-9.4117,-1.185,1.4948,1.9676,-0.18051,9.3,55.2,-13.5
2.4108,-9.3844,-1.076,1.5388,1.2312,-0.24557,8.88,54.84,-14.58
1.1577,-10.106,-0.83084,1.0791,0.59254,-0.021075,8.52,54.66,-15.72
0.89894,-15.023,-1.1441,0.75992,0.075747,0.23702,8.28,53.94,-17.76
0.92618,-15.214,-1.3484,0.47434,-0.54184,0.23427,8.28,53.46,-18.54
-3.0646,-16.862,-0.72188,-0.10812,-0.92454,0.4499,8.1,52.98,-19.92
-3.6366,-15.827,0.10896,-1.5024,-0.75106,0.60751,8.1,52.86,-20.46
-3.0646,-15.187,-1.6208,-2.1817,-2.2019,1.022,7.92,52.26,-21.18
-1.8932,-14.111,-4.0316,-3.2562,-4.2315,1.7382,8.1,52.2,-21.24
-1.3484,-13.525,-6.3335,-4.4929,-6.2745,2.3405,8.16,52.02,-21.3
-0.42223,-17.666,-10.283,-4.8848,-6.6487,2.2984,8.22,51.96,-20.88
1.1577,-18.442,-8.7034,-2.9569,1.6011,1.8677,8.46,51.6,-19.92
1.3893,-15.214,-1.0624,-2.0672,6.0439,0.7309,8.58,51.54,-18.96
-1.0215,-11.795,16.644,-1.9221,3.2208,0.40592,9.06,51.48,-16.98
-1.58,-7.7636,10.134,-2.1753,-2.967,0.52137,9.18,51.6,-15.78
-0.38137,-10.964,-4.9578,-5.1581,-7.3249,1.5669,9.54,51.6,-14.34
3.732,-6.1564,-6.1292,-6.6218,-2.456,1.4035,10.62,51.84,-11.34
-0.42223,-4.127,-0.38137,-2.9914,-2.2565,1.4068,11.4,51.96,-9.66
-1.0624,-1.5391,1.7706,-2.915,-2.2135,1.2269,12.0,51.96,-7.92
-0.68102,-1.1577,-0.47671,-2.5204,-2.3836,1.2226,13.98,52.08,-4.38
-2.3018,-1.7434,-1.2667,-1.616,-1.803,0.98319,15.18,52.14,-2.94
-2.6423,-2.3972,-1.3348,-1.281,-1.4478,0.80481,16.44,52.14,-1.44
-2.6696,-2.6015,-1.1986,-0.23243,-0.61148,-0.0076358,18.96,51.84,1.32
-3.8273,-2.6968,-0.96704,0.53115,-0.44013,-0.74831,20.22,51.66,2.52
-4.1814,0.054481,-2.1656,1.5085,-0.39554,-1.6301,22.26,51.42,4.38
-7.1915,-1.6344,-4.3585,1.8705,0.26176,-2.0995,23.1,51.48,4.92
-2.9965,-15.677,-8.2267,1.1689,0.45418,-1.1521,24.42,51.48,6.0
-3.2825,-18.837,-2.8467,1.7602,1.96,-1.4166,24.66,51.36,6.18
-6.456,-16.549,-3.1191,1.5211,1.8668,-1.2113,24.84,51.3,6.18
-2.2474,-8.2403,-2.6968,1.5406,1.2694,-1.1298,24.72,51.3,5.76
-2.8058,-7.4776,-3.5685,1.9254,2.0177,-1.0137,24.36,51.3,5.52
-2.2746,-7.8726,-3.514,1.9102,2.0794,-0.51526,23.82,51.18,4.92
1.4438,-11.605,-2.656,2.2095,1.9004,-0.41997,22.32,51.18,3.96
2.2065,-12.967,-2.1793,2.5385,2.5143,-0.50183,21.54,51.24,3.3
4.3721,-12.871,-2.3563,2.6512,2.7859,-0.8995,19.44,51.42,1.68
2.3427,-11.645,-3.5277,2.5925,2.2327,-1.416,18.48,51.36,0.72
0.21793,-9.6432,-3.9227,2.4364,2.7361,-1.6011,17.46,51.36,-0.18
-0.8717,-7.1234,-2.0839,2.8017,3.0064,-1.7135,15.6,51.18,-2.1
-0.55843,-6.7421,-1.7979,2.7208,2.8921,-1.449,14.64,51.12,-3.12
-1.185,-5.203,-1.471,2.2959,2.7855,-0.63713,12.96,50.76,-5.22
-0.70826,-6.0883,-1.471,1.1808,1.8879,-0.046426,12.12,50.64,-6.3
0.7355,-8.0905,-1.4846,0.67928,1.3744,-0.013744,11.46,50.4,-7.44
2.6151,-7.4231,-1.2258,0.36011,0.58093,-0.65515,10.26,50.16,-9.54
1.8796,-7.0145,-0.99429,1.1658,1.555,-0.78679,9.72,49.92,-10.56
0.88532,-7.7364,-1.7706,2.0085,2.2721,-0.46304,9.3,49.8,-11.52
2.2337,-9.6023,-3.0646,1.1573,2.1383,-0.12523,8.4,49.32,-13.56
2.4653,-10.488,-1.5663,0.64752,2.0956,-0.037568,8.1,49.14,-14.34
2.0022,-12.408,-0.31327,1.0247,1.9065,-0.062919,7.68,48.9,-16.02
1.0896,-12.531,-0.50395,0.95356,0.7196,0.1069,7.56,48.78,-16.86
-0.17706,-14.124,-0.027241,0.24526,-0.1124,0.34606,7.62,48.42,-18.06
2.2746,-15.827,-0.83084,0.40959,-0.90103,0.37751,7.74,48.36,-18.48
1.6072,-16.031,-1.7706,0.40073,-1.2523,0.40714,7.98,48.24,-18.96
-1.7025,-15.418,-2.8739,-0.5565,-1.4581,0.64568,8.34,48.0,-19.68
-2.547,-14.506,-1.7025,-1.189,-0.98258,0.72418,8.46,47.82,-20.04
-2.6832,-14.574,-1.6072,-2.259,-1.4248,1.1726,8.58,47.82,-20.34
-0.65378,-13.239,-3.3097,-3.0278,-2.9786,1.6823,8.82,47.88,-20.58
-0.8036,-13.607,-5.9249,-3.7693,-4.8616,2.2223,8.94,47.88,-20.34
0.70826,-18.687,-8.54,-4.0345,-4.7565,2.0372,9.48,48.06,-19.62
1.0624,-18.101,-6.8374,-2.8228,1.9218,1.7303,9.72,48.06,-19.14
0.054481,-14.846,7.4095,-1.3173,1.7364,0.26603,10.5,48.12,-17.64
-0.20431,-9.6704,10.052,-1.8781,-2.1744,0.16463,10.68,48.3,-16.68
1.2258,-8.322,8.6353,-2.4065,-3.5412,0.57849,10.86,48.42,-15.78
2.5198,-8.826,-6.3471,-4.3634,-5.2629,1.4621,11.22,48.6,-14.94
2.1793,-6.5786,-4.0316,-3.6203,-1.9844,1.5623,12.18,49.2,-12.6
2.1793,-6.5786,-4.0316,-3.0742,-2.1765,1.6225,12.18,49.2,-12.6
-1.5391,-2.5742,1.0351,-3.1646,-2.6402,1.7141,12.84,49.44,-11.22
-1.7706,-2.4108,-0.99429,-2.4823,-2.719,1.106,14.82,49.74,-8.28
-2.9284,-2.7104,-1.3484,-1.9429,-2.179,0.91905,15.96,49.74,-6.9
-3.3506,-3.228,-1.6072,-1.3066,-1.124,0.65271,18.24,49.8,-4.14
-2.3427,-3.0646,-1.3484,-0.74312,-0.72968,0.51068,20.52,49.86,-1.8
-3.2144,-3.1327,-1.2531,0.14325,0.50488,-0.059254,22.5,49.92,0.3
-3.5958,-2.7104,-1.6344,0.759,1.0455,-0.6692,24.48,50.04,1.86
-6.6059,-1.3212,-2.8739,1.3525,0.8323,-1.328,26.28,49.92,3.18
-8.0905,-5.2166,-5.9521,2.0366,0.16127,-1.6487,27.3,49.68,4.02
-6.6195,-10.515,-7.3141,1.4829,-0.10293,-1.0632,27.72,49.68,4.2
-4.7263,-12.503,-4.9442,1.2923,0.20067,-1.0015,27.48,49.56,4.14
-6.3471,-8.8396,-2.2474,1.31,1.8381,-0.90439,27.0,49.56,3.96
-1.6344,-5.2983,-4.6718,1.6304,1.9795,-0.99876,26.04,49.86,3.48
2.2746,-8.8941,-5.6388,1.4267,2.8741,-1.1945,24.84,49.8,2.88
3.2553,-10.924,-4.9578,0.9725,3.0705,-0.88789,24.0,49.92,2.52
1.3757,-12.258,-4.9169,0.81612,2.0192,-0.44379,22.56,49.86,1.86
0.62654,-9.7658,-4.8625,0.81673,2.5009,-0.85643,21.78,49.86,1.56
-3.4459,-7.0009,-5.775,1.0721,2.6484,-0.87812,20.88,49.92,1.26
-3.5413,-7.8181,-4.0725,1.7941,3.1628,-0.22297,19.38,49.86,0.66
-1.0215,-9.7385,-1.2531,1.9322,3.2437,-0.044899,18.42,49.86,0.42
2.3291,-12.898,-1.58,2.0998,2.5039,0.88728,17.64,49.86,0.42
6.8783,-19.15,-2.2746,1.8036,2.2037,1.0296,16.2,49.8,-0.84
6.0202,-19.477,-1.58,3.2232,2.4212,-1.2297,15.6,49.68,-1.44
-2.6696,-18.687,-6.4424,5.9092,3.5879,-1.7981,14.4,49.5,-2.7
-2.9965,-18.319,-8.5808,5.1902,3.2248,-1.4273,13.8,49.44,-3.6
-0.53119,-18.701,0.32689,3.0833,3.7315,-0.3427,13.08,49.14,-5.64
-6.6604,-12.749,-5.38,2.5595,-1.9988,0.3937,12.66,48.96,-6.72
-4.9033,-10.774,-12.558,1.5922,-2.0977,1.076,12.3,48.78,-7.86
3.7728,-0.20431,-1.7025,1.2462,1.3402,0.81489,12.06,48.48,-9.12
6.0338,-3.7047,-3.9363,0.81551,-0.5733,0.04612,12.12,47.76,-11.64
4.8352,-4.2904,-5.8704,-0.058338,-0.67959,-0.1069,12.12,47.58,-12.84
2.4789,-2.7104,-7.4503,-0.92729,-1.2908,0.021075,12.3,46.74,-15.12
1.3484,-1.9886,-6.1836,-1.3372,-1.7623,0.094684,12.42,46.44,-16.32
0.51757,-2.0839,-5.4073,-1.4584,-1.8903,0.11118,12.48,46.2,-17.04
1.2531,-6.9191,-3.2008,-1.7785,-1.6133,0.28527,12.3,45.54,-18.54
0.85808,-8.1586,-1.0215,-2.2113,0.84605,0.45876,12.24,45.3,-18.96
-1.8932,-13.184,2.547,-2.8417,3.1808,0.34972,12.3,45.0,-18.96
-2.0839,-15.677,3.7456,-3.5372,1.9056,0.11332,12.36,44.76,-18.66
-1.9068,-15.01,3.9635,-3.3127,-1.088,-0.48075,12.36,44.76,-18.12
-1.6481,-19.314,-2.7922,-2.8543,-3.4935,0.79199,12.3,44.88,-16.62
-0.35413,-17.815,-5.5571,-3.3582,-4.4175,1.2782,12.3,45.0,-15.66
-0.27241,-16.848,-7.1779,-3.8988,-4.9544,1.6286,12.18,45.24,-14.64
1.0215,-18.633,-4.7399,-2.9398,-1.3247,0.79199,12.6,45.24,-12.24
-0.57205,-17.625,-3.9363,-3.1176,-1.7058,0.36255,12.78,45.36,-10.92
0.92618,-15.01,-2.8058,-3.7996,-2.2831,0.83963,13.26,45.6,-8.28
2.2746,-13.103,-3.1327,-4.0684,-3.3399,0.87415,13.92,45.72,-6.84
1.4982,-7.5457,-2.7241,-4.1789,-2.9184,1.3638,15.12,45.72,-4.08
-0.54481,-4.5083,-1.6753,-4.0427,-2.9633,1.2892,16.02,45.6,-2.88
-2.5606,-1.9886,-1.3212,-3.7843,-3.0974,1.3488,16.8,45.6,-1.56
-0.095342,-2.2065,-1.362,-3.3497,-3.1686,1.3854,18.84,45.18,0.3
-0.6674,-2.8058,-0.92618,-3.1979,-2.8818,1.295,20.16,44.82,1.14
-2.0294,-2.3155,-0.95342,-2.8882,-1.9725,1.1151,21.48,44.82,2.1
-2.0703,-1.3348,-0.32689,-2.8359,-1.945,1.0748,24.3,44.22,3.54
-1.8932,-1.0488,-0.027241,-2.5375,-1.8332,0.92332,25.56,44.1,4.08
-2.4517,-0.34051,-1.1441,-2.2312,-1.4649,0.75472,28.5,43.68,4.86
-3.8273,0.25879,-2.2882,-1.8381,-0.99938,0.56749,30.0,43.44,5.22
-5.0259,0.19068,-2.0431,-1.3421,-0.86163,-0.0042761,32.58,42.96,5.82
-4.9169,-0.01362,-2.0975,-0.60751,-0.47861,-0.42272,33.78,42.78,5.94
-6.6195,0.25879,-3.6366,-0.32009,-0.39767,-0.67317,35.04,42.54,5.94
-9.9429,0.72188,-10.569,0.27825,-0.088881,-1.0427,36.9,42.3,5.64
-10.869,-1.5391,-9.7522,1.0128,-0.90011,-0.99724,37.5,42.24,5.7
-7.8453,-5.1894,-8.6898,0.99052,-0.44166,-1.8589,37.98,42.18,5.58
-12.463,-3.7047,-4.7535,1.3363,0.034819,-1.9523,38.58,42.12,4.98
-9.6296,-6.1973,-8.2539,1.8338,0.74006,-1.9438,38.76,42.12,4.68
-7.8589,-7.5321,-6.565,1.8751,1.2477,-1.744,38.46,42.3,4.08
-6.6467,-6.7148,-6.3198,1.7862,1.6576,-1.5675,38.1,42.42,3.9
-5.3119,-5.7342,-4.7399,1.7883,1.8903,-1.4536,36.84,42.66,3.42
-4.4947,-5.6388,-5.6116,1.919,2.0314,-1.4902,36.18,42.72,3.12
-4.6582,-6.3743,-5.5299,1.8115,2.0675,-1.3919,35.4,42.84,2.88
-4.985,-6.9191,-4.6173,1.7572,2.1634,-1.2587,33.6,43.26,2.46
-1.9341,-7.1507,-3.9227,1.8039,2.3723,-0.84635,32.52,43.5,2.34
-0.01362,-7.6002,-3.6094,1.9584,2.1701,-1.0867,31.62,43.62,2.16
-2.3836,-5.9249,-5.4073,1.9074,2.0323,-0.89736,29.58,43.86,1.62
-2.9556,-5.0531,-6.0883,1.821,1.8894,-0.48564,28.56,43.8,1.44
-2.7649,-6.4969,-4.2904,2.1619,2.1875,0.073304,26.46,44.04,1.14
-1.866,-7.8045,-3.8001,2.8628,2.6875,0.18234,25.56,43.92,0.96
-0.35413,-9.4525,-4.4539,3.2367,2.8692,0.42394,24.6,43.92,0.66
3.1191,-15.718,-4.4675,3.2883,2.4798,0.40073,23.1,43.62,-0.12
4.2768,-18.919,-4.5083,3.2422,2.1142,-0.34911,22.26,43.5,-0.6
2.3699,-19.504,-5.2166,3.7183,2.4044,-1.0693,20.82,43.14,-1.92
-3.9635,-18.769,-7.6819,4.8823,2.0375,-1.9703,20.16,42.84,-2.7
-2.2882,-13.934,-7.1234,3.6835,1.7355,-1.3021,19.62,42.72,-3.66
2.5742,-12.926,-2.1384,3.7871,3.2205,-1.2593,18.78,42.06,-5.58
-2.0158,-12.926,-1.4846,4.4352,1.4462,-1.2822,18.66,41.7,-6.6
-7.1371,-13.416,-5.4754,3.1264,-1.3357,-0.2251,18.0,41.16,-8.76
