Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
-2.8739,-11.836,-3.4459,0.40042,-0.80298,-0.31307,4.08,27.0,-4.44
-2.2337,-15.691,-2.6696,-0.097128,-1.3384,-0.51649,4.14,26.46,-4.8
-3.7728,-12.694,-2.8875,-0.64843,-0.4609,-0.43097,4.14,25.62,-5.34
-2.942,-11.822,-4.3313,-0.49419,0.000916,-0.2306,4.14,25.02,-5.52
-0.054481,-17.175,-4.6037,-0.8094,0.22938,0.089186,4.14,24.0,-5.76
0.83084,-9.7385,-2.942,-0.96975,-0.49541,-0.17135,4.2,23.52,-6.0
2.3155,-9.9156,-2.1793,-0.66829,0.14844,-0.21166,4.26,23.1,-6.06
0.88532,-13.035,0.36775,0.58979,0.89583,-0.78007,4.2,22.8,-5.82
0.28603,-13.77,0.76274,1.343,-0.28711,-1.1099,4.14,22.32,-6.0
-0.85808,-13.225,-0.72188,1.4319,-0.7871,-1.0321,4.14,22.02,-6.12
-2.6968,-7.7772,-1.6344,1.2327,-0.62492,-0.71227,4.2,21.72,-5.94
-2.9011,-7.0553,-1.3757,1.109,0.21502,-0.24221,4.2,21.72,-6.06
-1.7025,-8.4719,-1.2939,1.0091,0.65607,0.11881,4.44,21.54,-6.3
-0.64016,-8.8941,-1.8932,0.89095,0.55039,0.062919,4.5,21.48,-6.3
-0.21793,-8.7306,-2.3699,0.80115,0.5226,-0.000305,4.5,21.3,-6.42
0.12258,-8.3765,-3.1872,0.52901,0.49511,-0.03879,4.74,21.36,-6.48
-0.35413,-7.0553,-5.203,0.21625,0.57971,0.018937,4.98,21.3,-6.66
-0.49033,-7.1779,-4.9987,-0.34178,0.83627,0.14203,5.22,21.3,-6.54
-0.34051,-7.6819,-1.5119,-0.83689,0.4047,0.22694,5.7,21.24,-6.9
0.72188,-7.4095,-2.3563,-1.1011,-0.1689,0.27092,5.94,21.3,-6.84
1.185,-7.6819,-3.1191,-1.2581,-0.21136,0.25931,6.6,21.18,-6.6
0.76274,-7.7772,-1.9341,-0.92638,0.30421,0.37446,6.84,21.24,-6.54
1.3076,-8.431,-2.3836,-0.94104,0.15882,0.47556,7.62,21.24,-6.3
1.6072,-8.717,-2.6015,-1.0547,0.075136,0.4215,8.04,21.24,-6.06
0.5993,-8.2539,-3.2144,-1.0553,0.12645,0.48075,8.52,21.36,-5.82
-0.8717,-6.6059,-4.1542,-1.1982,-0.021686,0.67348,9.54,21.54,-5.22
-1.9613,-6.4833,-5.1213,-1.3906,0.24587,0.90683,9.9,21.66,-4.98
-2.438,-6.1564,-5.1894,-1.7422,0.34941,1.3198,10.5,21.72,-4.62
-0.88532,-8.5672,-3.4459,-2.1866,0.27611,1.5718,11.7,21.66,-3.72
-0.23155,-12.422,-3.8818,-2.949,-1.1264,1.6463,12.36,21.6,-3.18
1.4029,-17.761,-4.7535,-3.0024,-1.6429,1.135,13.92,21.36,-2.22
-2.1929,-16.644,-6.0338,-2.5864,-1.2721,0.67042,14.82,21.18,-1.86
-4.699,-13.988,-5.8295,-2.1643,-1.3317,0.48747,15.72,21.18,-1.5
-5.8976,-7.1098,-6.1019,-0.84391,-0.041539,0.025962,17.58,21.06,-0.78
-6.4424,-7.7364,-5.1621,-0.4102,0.43127,-0.22358,18.54,21.06,-0.48
-6.2926,-9.9429,-4.7807,-0.01069,1.1396,-0.52993,19.38,21.06,-0.18
-3.7047,-9.4253,-1.7706,0.33292,1.1875,-0.90378,20.76,21.0,0.54
-2.9011,-7.6274,-0.74912,0.67501,0.87476,-1.1606,21.6,21.06,0.9
-2.0975,-4.5356,-0.88532,0.93798,0.79412,-0.77885,22.38,21.18,1.32
-1.1169,-2.0294,-2.6968,1.2083,0.69455,-0.57146,23.58,21.36,1.74
-0.47671,-0.69464,-3.3642,1.6127,0.66279,-0.45998,24.0,21.72,1.8
0.24517,0.35413,-3.3778,2.1719,0.80726,-0.3091,24.42,21.96,1.68
1.7298,-1.5391,-1.3757,2.8692,0.75717,-0.0061087,25.14,22.56,1.32
-0.50395,-8.0088,-0.95342,2.7523,0.12737,0.146,25.26,22.86,1.14
