Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
-3.6775,-13.893,-4.3313,-2.255,1.3002,0.84544,38.76,40.56,-27.06
-3.3778,-12.49,-4.1133,-1.9071,1.3974,0.64446,39.12,40.62,-25.98
-1.3212,-11.073,-0.14982,-1.8524,0.94959,0.48778,40.02,40.2,-23.4
-1.4029,-9.0031,2.0294,-2.1738,0.60018,0.41783,40.74,39.72,-20.94
-2.656,-7.7772,3.2416,-1.2333,1.948,1.0513,41.4,38.82,-18.3
-5.1894,-4.9306,-1.185,-0.40714,3.2828,1.1081,42.0,38.04,-15.24
-5.8704,-4.6582,0.027241,-0.73151,2.5611,1.2966,42.18,37.2,-12.72
-3.3915,-6.279,1.9341,-0.8717,2.9349,1.3806,42.24,36.3,-10.8
-1.6208,-5.8023,2.1248,-0.44135,3.3396,1.2019,42.18,35.88,-9.78
1.5527,-5.6661,2.261,0.037874,3.0733,0.90561,41.76,35.1,-7.74
2.8875,-5.4481,0.81722,0.38026,2.3286,0.65118,41.16,34.26,-5.64
1.1986,-5.0531,-0.57205,0.61117,1.3821,0.54917,40.38,33.72,-3.84
0.027241,-4.8352,-1.7979,1.0528,0.037874,0.53054,39.78,33.24,-2.46
0.38137,-4.9306,-2.9011,1.5226,-0.94257,0.44471,39.6,33.0,-1.68
0.70826,-6.0747,-5.7069,1.8555,-1.7721,0.19151,39.3,32.76,-0.66
-1.0215,-7.6819,-7.1234,2.0766,-2.2003,-0.10507,39.36,32.7,-0.3
-4.4811,-9.7113,-8.7987,1.8983,-1.5595,-0.37141,39.24,32.52,-0.12
-10.896,-16.44,-11.359,1.0742,-0.65118,-0.58063,39.3,32.7,-0.24
-10.011,-16.821,-11.032,0.054978,-0.086743,-0.32559,39.42,33.0,-0.9
-3.2553,-9.7522,-7.1507,-0.43677,0.50305,0.60842,39.54,33.3,-1.68
-3.0373,-11.7,-1.7025,-0.62064,0.28405,0.86468,39.54,33.36,-1.98
-1.9886,-14.233,12.217,-0.058948,-2.4685,-0.20342,39.84,33.48,-2.58
-4.6445,-11.536,0.96704,0.49999,-2.0913,0.49083,40.08,33.6,-3.54
-5.0259,-9.5887,-4.7944,-0.31429,0.40164,0.9502,40.38,33.54,-4.08
2.4789,-4.7944,1.866,0.10293,-0.71624,-0.015882,40.98,33.48,-4.74
4.8216,-5.1213,4.0861,0.74892,-2.1347,-0.59376,41.34,33.48,-5.58
2.5606,-7.2869,4.4402,0.75686,-3.5586,-1.1124,41.58,33.48,-6.06
-0.70826,-10.311,3.4459,0.40561,-4.5348,-1.6741,42.24,33.18,-7.2
