Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
3.5413,-12.653,0.40861,-2.1716,0.20861,1.0794,0.54,45.3,-5.04
2.2337,-12.721,0.12258,-2.3305,1.7413,1.0516,0.9,45.3,-3.9
0.29965,-10.311,0.91256,-2.3271,1.3512,0.93096,1.86,45.42,-1.08
0.83084,-8.3629,1.4029,-2.2376,1.2993,0.75778,2.4,45.42,0.3
1.185,-7.2733,1.6072,-2.2297,1.3867,0.4948,2.88,45.24,1.92
1.3076,-6.9055,1.6344,-2.1438,1.5989,0.32651,3.48,45.0,3.6
1.8932,-6.3062,1.3212,-1.9203,1.8579,0.34453,4.32,44.7,6.84
1.7843,-5.7614,1.076,-1.5165,1.7404,0.3543,4.44,44.34,8.64
1.6481,-4.6445,0.85808,-1.0776,1.5614,0.37782,4.74,43.62,11.58
1.6481,-4.2904,0.76274,-0.3488,1.3796,0.42486,5.04,43.2,12.96
1.6072,-4.0452,0.64016,0.098044,1.2101,0.47525,5.28,42.84,14.16
1.5119,-4.1133,0.39499,0.57971,1.0763,0.52626,5.64,42.18,16.62
1.5391,-4.4947,-0.19068,1.0684,1.069,0.57482,5.7,41.64,17.46
1.6889,-4.9987,-1.0351,1.5159,1.0989,0.64019,5.7,41.46,18.42
2.1112,-8.9622,-5.0259,1.8457,0.9499,0.58399,5.52,40.92,19.38
2.4108,-11.891,-7.6546,1.752,0.65057,0.40959,5.46,40.74,19.86
3.0918,-19.395,-13.579,0.87659,0.12706,0.095295,5.28,40.62,19.98
2.8875,-15.718,-12.068,-1.346,0.49052,0.16524,5.04,40.74,20.16
3.1191,-9.8339,-7.4095,-1.0751,0.68875,0.32315,5.1,40.74,20.16
3.8954,-8.2948,-5.0531,-0.16646,1.0653,0.35094,5.34,40.86,20.1
7.0962,-13.021,-2.6968,0.27367,0.90255,-0.1182,5.34,40.92,19.8
7.8589,-13.13,-2.8603,0.29932,0.30665,-0.47342,5.34,41.16,19.68
6.1836,-12.313,-1.7025,0.10293,-0.19059,-0.56872,5.16,41.22,19.5
0.54481,-11.741,-2.0431,-0.34086,-0.39615,-0.37263,4.98,41.46,19.08
-2.2065,-9.221,-1.2667,-0.38607,-0.4667,0.31368,4.86,41.58,19.02
0.40861,-3.909,7.464,0.5901,-1.1087,0.78954,4.8,41.58,18.9
2.9965,-4.4266,6.3743,1.9957,-1.7978,0.57941,4.74,41.52,18.9
3.1599,-6.5105,2.9148,1.9783,-1.5073,-0.042455,4.74,41.46,18.84
1.076,-10.215,0.68102,1.3812,-0.86285,-0.48228,4.98,41.46,18.72
-1.0624,-14.056,1.6617,1.2611,-0.58582,-0.66493,5.16,41.4,18.36
0.58567,-12.64,-0.12258,1.138,-0.25504,-0.57727,5.1,41.4,17.94
3.3778,-8.1313,0.85808,1.624,-0.91721,-0.036041,5.22,41.58,16.56
3.8682,-7.6002,1.5663,2.2,-1.0602,0.25656,5.28,41.82,16.02
3.2689,-9.7658,0.99429,2.0595,-0.23915,0.0030543,5.64,42.0,14.58
0.54481,-10.256,0.57205,1.7529,-0.36255,-0.053756,5.82,42.42,13.8
0.5993,-9.6296,0.57205,1.6606,-0.67226,-0.037874,6.06,42.72,13.02
0.81722,-9.1256,0.54481,1.4523,-0.91844,-0.09499,6.36,42.9,11.94
1.471,-8.717,0.76274,1.2175,-0.79718,-0.17959,6.48,43.2,10.86
2.0975,-8.9622,0.96704,1.303,-0.86896,-0.20495,6.72,43.68,8.58
1.9613,-9.2482,0.83084,1.4148,-0.97708,-0.2755,6.6,43.98,7.38
1.0896,-9.6296,0.81722,1.4386,-1.0617,-0.32132,6.48,44.46,5.22
1.2258,-9.5615,0.76274,1.3384,-0.73365,-0.37385,6.48,44.58,4.14
1.362,-9.5615,0.89894,1.4493,-0.34758,-0.45143,6.42,44.58,3.12
1.1169,-9.8066,0.74912,1.5516,-0.23915,-0.4777,6.42,44.76,1.2
0.16344,-10.202,-0.44947,1.6777,-0.51496,-0.47373,6.42,44.64,0.12
0.24517,-10.569,-1.5936,1.5058,-0.90194,-0.37171,6.36,44.7,-1.02
1.0624,-10.488,-1.1986,0.90103,-0.83933,-0.36469,6.12,44.58,-2.1
1.4029,-11.25,1.5119,0.35858,-0.5901,-0.38912,5.46,44.34,-4.14
1.0351,-12.858,1.8251,0.23763,-0.62156,-0.38912,5.04,44.34,-5.04
-0.31327,-12.858,0.095342,0.34514,-0.69333,-0.14019,4.44,44.34,-6.6
0.20431,-12.953,-0.39499,0.14172,-0.91935,0.08491,4.14,44.28,-7.26
1.4301,-14.887,-0.61292,0.015272,-1.0809,0.10263,3.96,44.28,-7.98
1.7706,-13.539,-0.99429,-0.63988,-0.27031,0.24404,3.48,44.04,-9.18
0.84446,-13.743,-1.2939,-1.3589,-0.025656,0.18937,3.24,43.92,-9.6
-0.23155,-14.492,-0.31327,-2.0681,0.14752,0.32406,3.0,44.04,-10.02
3.6094,-12.149,-0.43585,-2.4114,0.049175,0.57238,2.34,43.92,-10.14
5.6116,-12.408,0.99429,-2.952,-0.5003,0.66737,2.16,43.92,-9.96
8.7034,-11.319,0.96704,-2.8124,-0.94684,0.66462,2.1,44.04,-9.0
7.1507,-12.34,1.4165,-2.6252,-1.8656,0.74526,2.28,44.04,-8.28
6.2245,-13.184,2.4108,-2.0385,-2.7883,0.91416,2.52,43.92,-7.62
4.413,-12.531,0.95342,-1.5653,-2.7016,0.92821,3.0,43.8,-5.76
2.0431,-13.334,1.0215,-2.0748,0.6744,1.076,3.48,43.68,-4.8
0.85808,-12.939,-0.24517,-2.6289,2.0012,1.0568,3.96,43.44,-3.72
0.12258,-9.793,0.96704,-2.6609,1.3451,0.8262,4.8,43.14,-1.14
0.49033,-9.1256,1.4301,-2.3805,1.2889,0.70647,5.34,42.78,0.3
0.99429,-7.355,1.3348,-2.3271,1.4673,0.49052,6.36,42.3,3.18
1.4982,-6.8238,1.3484,-2.1258,1.7129,0.23427,6.9,42.06,4.74
1.4165,-6.1836,0.7355,-1.8213,1.6139,0.20372,7.38,41.76,6.12
1.3212,-5.5299,0.55843,-1.4371,1.4749,0.23121,7.74,41.52,7.62
1.3484,-4.8625,0.69464,-0.97525,1.504,0.2697,8.4,40.5,10.2
1.471,-4.1951,0.8036,-0.47495,1.46,0.32895,8.64,40.02,11.4
1.6344,-3.9499,0.8036,0.025045,1.3418,0.36011,8.82,39.78,12.6
1.5119,-4.1406,0.65378,0.48319,1.1713,0.39706,9.0,38.88,14.7
1.7298,-4.3313,-0.095342,0.97066,1.0565,0.45723,9.0,38.4,15.72
1.8387,-4.7671,-0.7355,1.6551,1.0904,0.50855,8.94,38.22,16.5
2.0975,-6.1564,-2.3836,1.8341,1.0895,0.54734,8.88,37.98,17.22
1.9477,-12.027,-7.9815,1.7694,0.8601,0.40164,8.46,37.62,18.24
2.942,-18.837,-12.544,1.3799,0.69639,0.27428,8.28,37.38,18.6
2.7922,-19.409,-13.321,-0.57879,0.38882,0.19334,8.22,37.26,18.72
3.3915,-10.651,-7.9951,-1.1506,0.44807,0.30329,7.98,37.14,18.72
4.0861,-8.4582,-4.808,-0.73762,0.79748,0.41264,7.98,37.02,18.72
7.069,-13.266,-2.6832,0.39523,1.2107,-0.219,7.56,37.32,18.6
6.3335,-12.667,-3.8954,0.35797,0.13561,-0.38698,7.44,37.32,18.48
4.9987,-13.048,-3.8546,-0.16738,-0.59437,-0.42364,7.2,37.26,18.36
-0.054481,-11.319,-2.6968,-0.64996,-0.55375,0.044593,6.96,37.56,18.12
0.39499,-6.4424,2.8739,-0.057116,-0.42761,0.53359,6.96,37.62,18.06
0.91256,-3.0782,8.4582,0.89889,-0.8937,0.56719,6.96,37.62,17.94
3.0646,-5.6388,5.2983,2.0174,-1.4658,0.48778,7.2,37.62,17.82
1.4438,-8.6353,1.6072,2.1744,-1.0876,-0.059559,7.44,37.68,17.7
-1.2939,-13.866,1.8524,1.6002,-1.2049,-0.47189,7.68,37.62,17.4
-0.40861,-13.716,0.20431,1.1866,-0.33872,-0.60689,7.56,37.8,16.92
1.6072,-11.032,-0.43585,1.5504,-0.7761,-0.15608,7.68,38.04,16.44
3.2553,-7.8589,0.69464,2.3668,-1.3308,0.42394,7.74,38.16,15.96
4.1951,-7.6274,1.3076,2.4774,-0.53176,0.10293,8.16,38.58,14.58
2.7241,-9.4934,1.4438,2.0003,-0.32895,-0.13073,8.34,38.94,13.74
1.0896,-10.379,1.0351,1.7761,-0.75686,-0.19334,8.52,39.3,13.02
0.8036,-8.9894,1.0624,1.4969,-1.1842,-0.20036,8.94,39.66,11.16
1.3484,-8.5536,1.0215,1.2969,-1.0168,-0.21564,9.12,40.02,10.08
1.866,-8.4719,0.89894,1.3051,-0.94043,-0.22694,9.18,40.62,7.8
1.58,-9.1256,1.185,1.3952,-1.0592,-0.24312,9.24,40.74,6.72
1.471,-9.4934,1.0351,1.4594,-1.2443,-0.29902,9.06,40.92,5.64
1.185,-9.7385,0.35413,1.4038,-1.1762,-0.32865,9.0,41.16,4.62
1.0488,-9.7658,0.98067,1.4355,-0.22785,-0.41722,9.12,41.34,2.64
0.76274,-9.9973,1.2258,1.6353,0.040012,-0.49327,9.12,41.34,1.62
0.47671,-10.011,0.85808,1.6567,-0.32529,-0.56444,9.06,41.58,0.54
0.8717,-10.842,-1.3212,1.6194,-0.82711,-0.49297,8.64,41.46,-1.5
1.7706,-11.182,-1.866,1.0928,-0.9331,-0.34331,8.4,41.4,-2.46
2.2337,-11.359,-0.92618,0.73518,-0.77824,-0.34667,8.22,41.22,-3.36
1.5663,-12.721,0.98067,0.26206,-0.44166,-0.47709,7.98,41.34,-4.2
-1.3484,-13.076,0.68102,0.24832,-0.54153,-0.40073,7.5,41.22,-5.94
-1.2803,-12.967,0.36775,0.061087,-0.63805,-0.1237,7.2,41.22,-6.84
0.14982,-15.159,0.57205,-0.21502,-0.76053,0.058032,6.9,41.28,-7.44
1.4165,-13.784,-0.040861,-0.43738,-0.33139,0.31948,6.48,41.34,-8.88
1.58,-14.138,-1.3212,-0.90652,0.050702,0.39126,6.18,41.4,-9.42
1.3212,-13.13,0.095342,-2.0675,0.43097,0.41417,5.82,41.46,-10.14
4.4402,-11.945,-0.88532,-2.2712,0.57146,0.43707,5.64,41.7,-10.32
5.8159,-11.931,1.0079,-3.0497,-0.17898,0.4893,5.52,41.76,-10.2
6.7421,-12.013,1.757,-3.0165,-0.4102,0.50977,5.58,41.94,-9.9
6.8238,-11.046,1.6481,-2.7626,-1.1582,0.49694,6.0,42.36,-8.7
5.38,-11.891,2.4244,-2.3075,-2.2306,0.624,6.12,42.54,-8.1
5.1213,-12.572,2.4925,-1.8961,-2.6124,0.73518,6.3,42.72,-7.2
2.4108,-14.043,1.1032,-2.2132,-1.1359,0.8488,7.02,42.96,-4.98
1.3757,-13.661,0.36775,-2.5351,1.5718,1.029,7.5,42.96,-3.72
0.40861,-12.231,0.65378,-2.7144,1.1637,0.84483,8.04,42.9,-2.46
0.68102,-9.7249,1.866,-2.4945,1.2462,0.84238,8.94,42.72,0.84
0.64016,-8.3493,1.866,-2.4945,1.5171,0.53603,9.48,42.6,2.58
0.62654,-7.4912,1.5527,-2.3442,1.7868,0.32773,10.02,42.42,4.32
0.58567,-5.8567,1.1986,-2.0314,1.8262,0.25107,10.92,41.58,7.8
0.74912,-5.1213,1.1713,-1.6371,1.6099,0.28833,11.22,41.16,9.54
0.98067,-3.4868,1.2258,-1.1945,1.5879,0.29535,11.58,40.08,12.42
1.2531,-2.942,1.2122,-0.66371,1.4676,0.33445,11.7,39.54,14.04
1.3757,-2.8058,1.0624,0.13958,1.3323,0.34789,11.7,38.94,15.6
1.362,-2.9284,0.84446,0.39401,1.288,0.36805,11.64,38.28,16.74
1.6344,-3.732,-0.1362,0.89797,1.2452,0.4215,11.46,37.32,19.02
1.7979,-4.8625,-1.2803,1.3916,1.3329,0.56261,11.28,36.9,20.04
2.0839,-7.069,-3.0237,2.0543,1.5079,0.71929,11.22,36.6,20.76
1.866,-16.508,-10.474,1.9505,1.266,0.59743,10.8,36.24,21.66
