Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
-0.74912,-10.665,-0.25879,0.81306,-0.86285,-0.70372,17.34,41.52,-0.54
-0.65378,-10.719,-0.27241,0.68264,-0.75411,-0.69852,16.98,41.52,-1.44
-0.57205,-11.264,-0.040861,0.42699,-0.41111,-0.57482,16.08,41.94,-3.18
-0.91256,-11.087,-0.44947,0.23854,-0.18906,-0.43005,15.66,41.94,-3.72
-1.3212,-11.319,0.23155,0.050396,-0.19059,-0.27855,15.0,41.88,-5.04
-0.77636,-11.536,-0.14982,0.022907,-0.17746,-0.092546,14.7,42.12,-5.82
0.027241,-12.095,-1.2803,-0.088881,-0.13195,-0.043066,14.28,42.12,-6.42
-1.0624,-15.268,-1.5391,-0.64202,0.009163,0.021075,13.38,42.3,-7.26
-1.2258,-15.568,-1.8387,-0.87781,0.18967,0.16799,13.08,42.3,-7.68
-1.4574,-14.71,-1.6344,-1.8799,0.73059,0.52107,12.78,42.3,-7.92
1.7434,-11.605,-1.3484,-2.6359,1.3506,0.58399,12.6,42.48,-8.04
3.3234,-10.42,1.7298,-3.2159,2.6484,0.56627,12.6,42.48,-8.04
2.6832,-11.387,3.1872,-3.1744,2.4914,0.6182,12.54,42.66,-7.5
4.6173,-14.397,0.20431,-3.1863,0.84391,0.56474,12.66,42.9,-6.12
4.8625,-15.091,-1.1577,-2.8408,-0.73365,0.35277,12.84,42.84,-5.1
3.8682,-14.928,-1.9205,-2.0904,-1.8268,0.32223,13.38,42.96,-3.12
1.2395,-15.105,4.0589,-1.3048,-1.0699,0.85307,13.5,43.26,-2.04
1.7979,-13.035,2.9011,-0.72021,3.6221,1.4584,13.92,43.14,-0.78
0.53119,-10.556,1.5255,-1.9377,3.751,1.4945,14.46,43.26,0.72
-0.85808,-8.1722,-0.35413,-2.3381,1.6747,0.967,14.88,43.14,2.04
0.095342,-5.9657,1.5527,-2.2617,2.2003,0.56261,15.84,42.96,5.22
0.58567,-4.9306,1.3484,-2.0882,2.3225,0.27733,16.08,42.72,6.96
1.0079,-3.9499,1.5391,-1.6573,2.3088,0.19028,16.38,42.12,10.5
1.7843,-3.8001,1.3893,-0.83505,2.0666,0.27428,16.44,41.76,12.3
2.3291,-4.0316,1.3212,-0.24557,1.6945,0.36866,16.32,41.4,13.8
2.4789,-4.1542,0.9398,0.25412,1.2535,0.43768,16.26,40.92,15.18
2.833,-4.3858,-0.92618,0.73334,0.6918,0.54825,16.2,40.32,17.7
2.8467,-5.9385,-2.0567,1.2422,0.18937,0.74006,16.14,40.02,18.66
2.261,-9.221,-4.6582,1.503,-0.1182,0.90958,16.14,39.78,19.74
0.61292,-14.369,-11.278,1.1219,-0.3821,0.87598,15.96,39.18,21.3
