Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
3.5685,-9.0167,0.29965,-0.0094684,0.14447,-0.0061087,-1.2,38.46,-18.24
3.6639,-9.1529,0.27241,-0.000916,0.09499,-0.0079412,-1.14,38.4,-18.24
3.6366,-9.221,0.24517,-0.0042761,0.05681,-0.000611,-0.96,38.34,-18.12
3.5413,-9.1801,0.28603,-0.019242,0.041233,-0.0051924,-0.96,38.22,-18.18
3.514,-9.2891,0.24517,-0.024435,0.015577,-0.0094684,-0.96,38.28,-18.12
3.6094,-9.1937,0.34051,-0.036041,-0.020464,-0.0027489,-0.72,37.98,-18.24
3.5413,-9.2755,0.40861,-0.041233,-0.060476,0.0027489,-0.54,37.86,-18.24
3.4868,-9.3027,0.39499,-0.041539,-0.073304,0.021075,-0.42,38.04,-18.36
3.4323,-9.3163,0.50395,-0.041844,-0.033292,0.03146,-0.42,38.04,-18.36
3.5685,-9.3299,0.44947,-0.040317,-0.014355,0.041233,-0.42,38.22,-18.42
3.623,-9.3163,0.50395,-0.030849,0.0061087,0.030543,-0.36,38.34,-18.54
3.5958,-9.1937,0.50395,-0.030849,-0.000611,0.033292,-0.24,38.4,-18.6
3.6775,-9.1801,0.53119,-0.030238,-0.017104,0.033292,-0.36,38.58,-18.54
3.5958,-9.1256,0.35413,-0.025962,-0.040317,0.0281,-0.42,38.52,-18.66
3.5413,-9.1256,0.40861,-0.026878,-0.0562,0.018326,-0.48,38.58,-18.48
3.5822,-9.0848,0.44947,-0.027794,-0.067501,0.018021,-0.66,38.82,-18.42
3.5549,-9.1256,0.42223,-0.028405,-0.077885,0.0079412,-0.72,38.88,-18.36
3.514,-9.112,0.47671,-0.019548,-0.087659,0.0039706,-0.84,38.7,-18.3
3.4732,-9.2482,0.42223,-0.019853,-0.090408,-0.0048869,-0.9,38.82,-18.18
3.3778,-9.2891,0.38137,-0.022602,-0.073609,0.0076358,-0.84,38.82,-18.18
3.3778,-9.3844,0.38137,-0.029322,-0.069333,0.028405,-1.02,38.94,-17.94
3.3506,-9.2074,0.31327,-0.032681,-0.053451,0.032987,-1.02,38.88,-17.82
3.337,-9.2755,0.31327,-0.032376,-0.020769,0.039095,-1.08,38.94,-17.76
3.2416,-9.1937,0.31327,-0.034819,0.021991,0.022907,-1.02,38.88,-17.88
3.2144,-9.0712,0.38137,-0.042761,0.057421,0.027489,-1.2,38.7,-18.0
3.3778,-9.0848,0.32689,-0.035125,0.1124,0.012828,-1.26,38.7,-18.06
3.4868,-9.0848,0.47671,-0.044899,0.14355,0.014355,-1.26,38.82,-18.0
3.5549,-9.1393,0.54481,-0.050702,0.14294,0.01405,-1.26,38.94,-17.88
3.6911,-9.0303,0.53119,-0.039706,0.04948,0.023518,-1.26,38.88,-17.88
3.6366,-9.1937,0.61292,-0.025351,0.01741,0.030849,-1.32,38.88,-18.06
3.6366,-9.0575,0.61292,-0.0097738,0.010079,0.02138,-1.44,38.64,-18.18
3.6366,-9.0439,0.54481,0.023213,-0.019242,0.015577,-1.32,38.52,-18.42
