Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
-10.174,-0.70826,0.8036,0.0073304,-0.012217,0.01069,24.78,-8.16,20.22
-9.8611,-0.7355,0.85808,0.029932,-0.033292,0.011301,24.9,-8.1,20.34
-9.6568,-0.83084,1.1169,0.062614,-0.034819,0.007025,25.14,-7.98,20.22
-9.6977,-0.68102,1.2531,0.20586,-0.037568,-0.0036652,25.2,-7.98,20.04
-9.6704,-0.40861,1.1169,0.31734,-0.050396,-0.030849,25.26,-7.92,20.04
-9.6977,-0.24517,1.1169,0.2416,-0.042455,-0.029627,25.26,-7.8,19.8
-9.7794,-0.21793,1.0488,0.18082,-0.029932,-0.02138,25.38,-7.62,19.8
-10.025,-0.27241,0.96704,0.15241,-0.024435,-0.019242,25.62,-7.68,19.74
-9.9565,-0.24517,1.0624,0.035125,-0.018631,-0.010996,25.74,-7.5,19.68
-9.8475,-0.31327,0.92618,0.002138,-0.012217,-0.010996,25.68,-7.68,19.68
-9.8611,-0.61292,0.9398,-0.047342,0.010385,-0.033598,25.68,-7.56,19.44
-9.8611,-0.84446,1.0079,-0.015882,0.000305,-0.027794,25.68,-7.62,19.56
-9.7794,-0.96704,1.1169,0.045204,-0.007025,-0.023213,25.62,-7.62,19.44
-9.7658,-0.84446,1.0351,0.086437,0.000916,-0.015272,25.62,-7.56,19.5
-9.8203,-0.88532,1.1169,0.146,-0.0018326,-0.000916,25.5,-7.5,19.56
-9.7794,-0.61292,0.92618,0.1799,-0.002138,0.0024435,25.56,-7.44,19.38
-9.7658,-0.62654,0.89894,0.11026,0.018326,-0.019853,25.62,-7.38,19.38
-9.9156,-0.64016,0.92618,0.11973,0.021991,-0.022297,25.68,-7.5,19.56
-9.902,-0.61292,0.92618,0.13378,0.013744,-0.018631,25.62,-7.32,19.5
-9.8884,-0.61292,0.89894,0.11668,0.013439,-0.023213,25.5,-7.26,19.38
-9.902,-0.6674,0.98067,0.082772,0.019548,-0.018021,25.38,-7.26,19.38
-9.8611,-0.62654,0.98067,0.1069,0.020464,-0.0076358,25.38,-7.38,19.5
-9.8203,-0.64016,0.83084,0.09499,0.017104,-0.010079,25.32,-7.26,19.56
-9.8611,-0.54481,0.92618,0.068722,0.018021,-0.0076358,25.32,-7.26,19.32
-9.902,-0.61292,0.85808,0.068722,0.010385,-0.010079,25.32,-7.2,19.44
-9.8475,-0.64016,0.77636,0.062308,0.0054978,-0.0039706,25.32,-7.32,19.38
