Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
9.9565,-1.4438,0.054481,-0.082467,-0.47861,0.38057,63.3,-5.34,-26.76
9.7522,-1.7979,0.62654,-0.18631,-0.4496,0.40317,62.88,-5.52,-26.04
9.616,-1.7025,0.54481,-0.1854,-0.42944,0.35033,62.7,-5.46,-25.68
8.5944,-1.3757,0.1362,-0.19853,-0.31826,0.30268,62.46,-5.16,-24.84
8.1858,-1.2667,0.054481,-0.20464,-0.25473,0.27397,62.34,-5.1,-24.48
7.5457,-1.0896,-0.068102,-0.2135,-0.07086,0.14966,62.16,-5.04,-24.3
6.8374,-0.54481,0.01362,-0.18479,0.090408,0.08827,62.22,-4.68,-23.76
6.5378,-0.12258,0.31327,-0.19212,0.30299,-0.014966,62.22,-4.62,-23.52
6.2381,0.78998,0.29965,-0.39218,0.55589,-0.072693,62.28,-4.5,-23.4
5.8704,0.99429,-1.2531,-0.27825,0.64691,-0.0061087,62.46,-4.38,-23.28
5.4754,0.78998,-2.2337,0.219,0.60079,-0.022602,62.46,-4.26,-23.22
4.7944,0.64016,-1.7979,0.17471,0.46762,-0.18265,62.58,-4.2,-23.16
4.8352,0.84446,-1.6617,-0.062308,0.42547,-0.44868,62.82,-4.2,-23.22
6.5241,1.866,-0.54481,0.10843,0.41081,-0.44563,63.0,-4.38,-23.34
7.6683,1.9886,-0.027241,0.59132,0.47953,-0.36346,63.06,-4.62,-23.28
8.9349,1.6208,1.0624,0.8436,0.48686,-0.30391,63.12,-4.92,-23.52
9.6568,-1.7298,0.70826,1.3949,0.32498,-0.020159,63.42,-4.98,-23.82
9.9973,-2.5742,0.20431,1.2798,0.15088,-0.075747,63.48,-5.1,-24.0
10.052,-4.7535,1.5391,0.90164,-0.25931,-0.12126,63.84,-5.52,-24.42
10.869,-3.909,3.9227,0.79871,-0.60445,0.12462,63.96,-5.82,-24.42
12.381,-2.6015,7.641,0.8769,-0.31582,0.48167,64.08,-6.36,-24.54
13.43,-3.0646,6.2926,0.87232,-0.33628,0.6973,64.32,-6.6,-24.6
14.288,-4.127,-2.3563,0.56322,-1.4163,0.19548,64.44,-6.84,-24.6
17.87,-0.54481,3.4732,0.48533,-0.85552,0.15058,64.74,-7.2,-24.6
15.514,1.1577,0.9398,-1.0779,-1.292,-0.35491,64.74,-7.2,-24.6
7.5729,2.0294,0.40861,-1.0705,-1.4337,-0.61087,64.98,-7.5,-24.24
8.2131,1.8115,1.0896,0.63652,0.1909,-0.071471,65.22,-7.56,-23.94
10.61,1.2122,0.38137,0.9108,0.3259,0.22846,65.34,-7.8,-23.7
11.782,-0.20431,0.027241,0.2303,0.0956,0.7535,65.58,-8.1,-23.34
9.793,-0.50395,1.1713,-0.076969,-0.18723,0.71196,65.76,-8.16,-23.16
9.0031,-0.78998,0.89894,0.097433,-0.09499,0.69547,65.82,-8.22,-22.98
8.2812,-1.5391,-1.185,0.012828,-0.17776,0.65393,66.18,-7.98,-22.62
6.5378,-1.2667,-1.362,-0.50702,-0.29352,0.49755,66.12,-7.92,-22.44
6.674,-1.0079,0.12258,-0.97402,-0.19364,0.39218,66.42,-7.74,-22.2
7.5457,-1.6753,-0.49033,-1.0702,-0.13592,0.34056,66.54,-7.56,-22.02
8.5127,-1.4846,-1.757,-1.084,-0.20067,0.36072,66.96,-7.14,-21.72
7.9134,-0.51757,-0.85808,-1.7969,-0.26695,0.2755,67.26,-6.78,-21.66
7.1371,0.040861,1.975,-2.0113,0.061697,0.15394,67.38,-6.48,-21.54
6.4424,-0.1362,5.7478,-1.1387,0.28222,-0.15363,67.68,-6.06,-21.12
6.2517,-0.6674,4.5356,-0.58277,0.14264,-0.18448,67.98,-5.88,-20.94
7.5729,-1.5391,0.42223,-0.28619,0.45204,-0.41386,68.22,-5.7,-20.52
14.002,-0.40861,-2.0158,-1.211,0.69914,-0.47556,68.52,-5.16,-20.04
18.537,-2.4108,-1.1169,-0.96578,-0.015272,-0.058338,68.76,-4.86,-19.68
14.669,-2.7377,-1.3757,0.36438,-0.0094684,0.21411,69.24,-4.5,-19.5
12.803,-2.1248,-0.54481,0.093157,-0.19028,0.072388,69.36,-4.26,-19.38
10.597,-2.9965,-2.7513,-0.20281,0.051924,0.21564,70.14,-3.9,-19.08
8.8941,-3.0918,-3.623,-0.354,0.14325,0.096822,70.5,-3.78,-18.9
8.2948,-2.9965,-2.8875,-0.37049,0.23274,-0.0076358,70.62,-3.6,-18.96
10.692,-0.1362,-2.1248,-0.085216,0.39951,-0.054062,71.16,-3.36,-18.84
11.713,1.0896,-3.2689,0.17165,0.3036,0.085216,71.46,-3.24,-18.72
10.842,2.2201,-3.1872,0.56902,0.14508,0.11637,71.64,-3.18,-18.84
6.7966,0.46309,-1.3757,0.74434,0.65546,-0.2474,71.94,-2.82,-18.9
6.2517,-0.51757,-1.6889,1.262,0.75503,-0.67195,72.12,-2.7,-18.84
5.7886,-0.96704,-1.2667,1.7599,0.38332,-0.78007,72.36,-2.7,-18.9
1.5391,0.17706,4.6445,1.5156,0.4554,-0.38546,72.72,-2.82,-19.44
4.5492,-1.2395,4.7807,0.72937,1.2358,0.059865,72.78,-2.88,-19.68
7.7091,-1.8115,2.6968,1.2639,-1.1145,-0.22907,72.72,-2.94,-19.92
6.851,-3.2008,2.3699,1.1215,-0.47922,-0.24374,72.66,-3.0,-20.04
13.43,-5.6388,-0.095342,0.38668,0.4218,0.18021,72.72,-3.06,-20.28
15.691,-1.975,1.7298,0.13256,-1.2159,0.42058,72.72,-3.24,-20.4
12.967,1.7843,4.2904,-0.12614,-1.4288,0.49694,72.84,-3.36,-20.46
10.256,3.5685,0.83084,-0.19212,-0.24099,0.14172,73.02,-2.94,-20.94
11.536,2.3291,0.92618,1.3161,-0.28253,-0.026573,73.08,-2.94,-21.12
11.659,1.3757,0.040861,1.5931,-0.26878,0.21686,73.08,-2.76,-21.36
11.741,-2.0703,-1.3076,0.11637,-0.22602,0.24862,73.08,-2.34,-21.72
11.373,-2.3427,0.23155,-0.75228,-0.52107,0.24343,73.08,-2.22,-21.78
7.5865,-3.1599,0.84446,-0.48808,-0.57024,0.26298,73.38,-1.68,-21.6
6.6059,-3.0918,-0.12258,-1.2883,-0.56383,0.091935,73.62,-1.38,-21.72
5.4073,-2.5879,-0.88532,-1.6664,-0.56627,0.03146,73.86,-0.84,-21.54
6.9191,-1.6072,0.88532,-1.9587,-0.18937,-0.23243,73.86,-0.66,-21.42
8.8668,0.53119,0.44947,-1.5647,-0.19303,-0.24435,74.04,-0.36,-21.3
11.931,-2.1929,0.57205,-0.58643,-0.18082,0.1741,73.98,0.42,-21.12
