Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
-3.1327,-10.188,-1.0488,-2.9783,-0.4948,-0.81215,21.24,42.72,15.42
-5.9249,-10.978,1.0079,-3.6328,-0.64599,-0.56016,21.12,42.6,15.78
-6.96,-12.136,0.28603,-2.9557,-0.34147,-0.60598,20.82,42.6,16.74
-3.9635,-15.568,-3.3778,-1.9743,-2.2758,-0.76908,20.64,42.36,17.34
-0.054481,-15.677,-4.4402,-2.7388,-3.08,-0.89247,20.4,42.06,18.36
0.35413,-13.048,-2.5742,-2.7419,-0.46853,-0.94287,20.34,42.06,19.02
-0.21793,-9.9156,-0.44947,-2.0119,0.2474,-0.85765,20.16,41.82,19.68
-0.65378,-7.7091,0.70826,-2.0388,-0.40256,-0.72265,19.44,41.28,21.3
-1.076,-7.3822,-0.25879,-2.2437,-0.80909,-0.66859,19.26,41.04,22.14
-1.3893,-6.2245,-1.0624,-2.1698,-0.78038,-0.69608,18.96,40.8,22.98
-1.8387,-2.3563,-1.4438,-1.3705,-0.63316,-0.76877,18.54,39.96,24.78
-1.7298,-1.6889,-1.1305,-0.95356,-0.53054,-0.80634,18.42,39.6,25.8
-1.2803,-1.7843,-0.068102,-0.04612,-0.49908,-0.82558,18.24,39.24,26.4
-1.0215,-2.8603,0.96704,0.28497,-0.62583,-0.72052,18.12,39.06,27.18
-0.9398,-3.7728,1.0896,0.70372,-0.72907,-0.65607,18.24,38.52,28.26
-1.0896,-2.9829,0.6674,1.2437,-0.80451,-0.59712,18.12,38.58,28.62
-1.7025,-2.4108,-0.8036,1.8925,-0.50885,-0.40103,18.12,38.64,29.04
-1.7298,-8.6081,-8.5263,2.4655,-0.096822,-0.26725,17.94,38.82,29.52
-1.4438,-13.607,-12.163,1.5391,0.35583,0.36896,18.0,39.18,29.64
0.74912,-19.45,-14.519,-0.37843,-0.81734,0.17532,18.12,39.6,29.28
-0.61292,-16.508,-11.931,-1.171,-1.4187,-0.3879,18.24,39.78,29.16
-1.866,-9.3163,-5.775,-0.84666,-0.63805,-0.71654,18.36,40.02,28.98
