Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
-1.1986,-13.852,3.7865,-3.6255,1.0739,0.13622,18.84,55.92,-6.72
-2.3836,-16.59,2.9965,-3.4899,0.39034,0.40073,18.6,55.86,-6.06
-4.6309,-16.603,2.0703,-3.3851,-1.992,1.1228,18.72,55.8,-4.26
-4.7807,-16.453,1.1577,-3.1017,-3.0439,0.79138,18.84,55.62,-3.12
-0.92618,-12.19,-1.0624,-2.7587,-4.4602,0.69364,19.38,55.44,-0.84
1.6072,-12.013,-3.2144,-1.7144,-4.288,0.3485,19.8,55.08,0.18
3.1054,-11.673,-1.7025,-2.3983,-2.0711,-0.18815,20.34,54.6,1.32
4.3585,-5.8159,4.0316,-2.5119,-1.6286,-0.1799,20.76,54.3,2.46
2.7104,-4.0452,3.8954,-2.6154,-2.9373,0.42486,22.26,53.58,4.8
1.2258,-3.1599,4.1542,-2.3027,-2.7791,0.65179,22.92,53.1,6.0
-0.027241,-3.6366,4.0861,-1.8702,-2.8943,0.39065,24.84,51.78,8.04
-1.5663,-2.833,3.1191,-1.1698,-2.2871,-0.015882,25.86,51.42,8.82
-0.95342,-3.2553,2.3155,-0.61361,-1.9957,-0.39523,26.88,50.76,9.54
-0.47671,-2.3563,1.2803,-0.17501,-1.288,-0.7028,29.28,49.74,10.32
-0.74912,-1.6753,0.47671,0.61178,-0.26481,-1.1078,30.3,49.44,10.56
-1.6344,-2.3291,-2.152,0.94134,0.10996,-1.2471,31.8,49.08,10.8
-3.5549,-4.699,-5.4073,2.2239,1.493,-1.689,32.34,48.96,10.8
-6.6059,-10.174,-10.093,2.2614,1.8357,-1.3818,32.64,49.14,10.74
-12.844,-19.041,-16.767,0.97158,-0.089492,0.12706,33.0,49.44,10.38
-7.9951,-19.477,-14.165,-1.5327,-1.5711,1.127,33.12,49.44,10.26
-4.9033,-15.8,-7.9679,-1.9419,-1.0507,0.74006,33.18,49.62,9.96
-2.6287,1.9477,-5.6661,-1.3754,-1.616,0.2926,33.42,50.16,9.66
0.28603,-3.6094,-4.9714,-0.50793,-2.499,-0.40928,33.48,50.4,9.48
-1.1169,-15.255,-4.9033,0.22358,0.19548,-0.81153,33.42,50.7,8.94
-5.0668,-18.279,7.4503,-0.70005,2.2965,-0.053451,33.06,51.12,8.94
-7.6138,-11.795,7.9543,-0.16768,-1.6362,0.18815,32.76,51.36,8.88
-3.9363,-0.7355,2.1793,0.051313,-1.1979,0.051313,32.58,51.42,8.94
-3.9363,-0.7355,2.1793,1.6689,3.7232,0.022907,32.58,51.42,8.94
2.152,-13.225,5.5299,2.8051,5.4795,0.087659,32.04,51.66,8.94
1.9068,-13.416,8.8532,3.7272,6.0244,-0.14019,31.74,51.78,9.12
5.6116,-14.642,6.8919,4.3536,5.5036,-0.18937,31.14,51.96,9.42
7.0009,-17.638,2.4108,2.8433,3.6618,-0.34789,30.12,52.2,9.36
7.069,-16.753,1.3076,2.5907,2.1854,-0.12798,29.04,52.56,9.06
2.5061,-9.1256,0.16344,2.2391,1.3815,-1.0983,27.36,53.22,8.76
-1.7298,-7.2052,0.46309,2.3854,0.83414,-1.2058,25.68,53.88,8.22
-1.9886,-7.4503,0.81722,2.4593,-1.3983,-0.38179,25.02,54.0,7.68
-1.2939,-6.5105,-2.3155,2.0394,-3.0836,-0.18051,23.34,54.84,6.24
-1.2939,-6.3743,-4.0316,1.0446,-2.2642,-0.43005,21.84,55.56,4.44
-1.0896,-7.464,-2.0158,0.77794,3.7919,-0.31979,20.82,56.16,2.7
0.21793,-7.3822,2.5061,1.0608,5.007,-0.42058,20.04,56.58,1.38
-0.19068,-6.96,3.4732,1.5809,3.459,-0.44563,19.68,56.58,0.72
-0.64016,-8.8668,1.7843,1.7449,1.0828,0.091019,19.14,57.0,-0.48
-0.38137,-9.8611,0.96704,1.496,-0.3934,0.37171,18.84,57.12,-1.2
0.96704,-11.7,-2.1929,1.6112,-1.4105,0.43799,18.48,57.42,-2.64
2.0839,-12.817,-5.6388,1.4722,-1.1716,0.32681,18.3,57.72,-4.2
2.3563,-12.667,-5.38,0.82772,0.68264,0.31796,18.3,57.72,-4.86
5.6388,-12.286,-1.9613,0.1909,1.7394,0.28222,18.12,57.84,-5.7
7.5048,-13.552,-1.3348,-0.72479,2.5574,-0.19364,18.24,57.84,-6.3
6.7012,-14.124,-0.58567,-0.36957,2.9175,-0.81184,18.18,57.84,-6.48
2.4653,-14.982,-2.2474,-0.25748,0.66951,-0.65179,18.3,57.96,-7.08
1.7843,-14.111,-2.547,-1.6096,-1.5763,-0.35369,18.24,58.08,-7.32
0.6674,-13.321,-2.8603,-2.4367,-2.0284,-0.042455,18.18,58.2,-7.26
-2.3563,-12.04,1.6208,-3.4425,-2.6551,0.45754,18.12,58.14,-7.02
0.054481,-13.416,2.7513,-3.353,-0.4273,0.35675,18.0,58.08,-5.76
-0.01362,-15.582,2.3699,-3.4731,0.94104,0.28008,17.94,58.14,-4.86
-1.3484,-17.366,2.0567,-3.1878,-0.58429,0.63774,17.94,57.84,-2.7
-3.3915,-16.154,1.1441,-2.5892,-2.095,1.1298,17.94,57.48,-0.24
-2.3427,-13.484,-0.91256,-2.8763,-3.0949,0.45387,18.42,56.88,2.16
-1.2395,-11.972,-1.1305,-2.3848,-3.7748,0.53481,18.6,56.34,3.3
1.4165,-11.169,-1.471,-1.2547,-4.2486,0.017104,19.56,55.44,5.58
5.5843,-9.4798,1.5119,-2.1341,-2.8054,-0.40103,20.88,54.3,7.44
5.0531,-7.6683,2.6968,-2.2935,-2.3115,-0.20678,21.66,53.82,8.46
2.4653,-4.0997,3.8954,-2.5067,-2.8198,0.3653,23.04,52.5,10.08
1.6072,-4.0316,4.9033,-2.1551,-3.4489,0.53848,24.72,51.24,11.22
0.28603,-3.3506,3.4732,-1.7712,-3.452,0.40928,26.46,49.92,11.82
-1.7706,-3.3506,2.5198,-1.2691,-2.7868,0.14691,27.54,49.26,12.0
-0.74912,-4.0316,1.3348,-0.6689,-2.3436,-0.19975,29.46,48.12,12.06
-1.0079,-2.8739,0.96704,-0.21716,-1.4878,-0.51374,31.14,47.52,11.88
-1.2395,-2.4244,0.43585,0.29505,-0.69975,-0.82772,31.86,47.16,11.64
-2.0567,-2.6696,-2.1248,0.90286,-0.009163,-1.3048,33.0,46.74,11.46
-4.2359,-5.8976,-5.8704,1.9096,1.5925,-1.5898,33.84,46.38,11.16
-5.8023,-8.9349,-8.1586,2.1276,2.0632,-1.4688,34.2,46.26,10.92
-10.774,-18.551,-13.607,1.1417,0.30849,-0.25687,34.26,46.38,10.14
-7.3414,-19.477,-12.994,-1.1032,-1.2929,0.92638,34.38,46.74,9.24
-4.2359,-9.2755,-6.5786,-1.7312,-0.86468,0.78282,33.9,47.28,8.64
-4.0044,-3.2416,-5.5435,-1.5525,-1.1695,0.49938,33.72,47.46,8.46
-0.44947,-7.8317,-5.7342,-0.87506,-2.1841,0.034208,33.42,47.52,8.16
-3.5685,-17.257,-9.3436,-0.27642,0.046426,-0.3879,33.24,47.76,7.92
-1.0215,-2.9829,11.414,-1.7202,0.11973,0.57971,33.18,47.52,7.8
-1.2122,2.4925,8.2539,0.43433,0.71654,-0.06017,33.18,47.46,7.68
-4.8352,-1.4029,-0.65378,0.25717,2.7437,0.0073304,33.54,47.22,7.92
-1.58,-11.85,-4.7807,1.843,2.1802,-0.029016,33.9,46.92,8.4
2.0975,-15.691,6.6059,2.8494,6.2714,0.28008,33.96,46.44,9.0
0.89894,-12.136,7.246,3.0885,6.9138,0.091019,33.66,46.02,9.66
3.0101,-12.108,1.866,3.981,4.8799,0.046731,32.76,46.02,10.08
5.6661,-15.418,1.5255,3.3619,2.6591,0.061697,31.44,46.26,10.2
7.7636,-17.666,1.7434,2.627,2.2068,0.10721,30.36,46.74,10.2
5.6661,-12.435,0.96704,2.4386,1.6585,-0.81642,28.86,47.28,10.08
0.36775,-6.4697,-0.53119,2.5052,1.336,-1.558,27.12,48.06,9.6
-0.89894,-6.7693,-0.38137,2.375,-0.29871,-0.79412,25.62,48.78,8.82
-0.89894,-6.5105,0.69464,2.208,-1.9261,-0.38912,24.78,49.14,8.4
-1.2803,-6.4424,-4.6173,1.5168,-2.2095,-0.64324,23.76,49.98,6.72
-2.2746,-6.6331,-2.8058,0.95051,1.6081,-0.58582,22.92,50.82,5.1
-0.85808,-7.4776,-0.36775,0.94531,4.415,-0.36133,22.5,51.12,4.32
-1.2939,-7.1779,3.0918,1.5189,3.7733,-0.35155,21.66,51.66,3.0
-1.2667,-10.093,1.3212,1.8827,1.6832,0.16341,20.64,52.14,1.62
0.40861,-11.373,-0.81722,1.6585,-0.28253,0.49297,20.1,52.5,0.06
1.362,-11.7,-2.0294,1.3665,-1.3549,0.63897,19.92,52.8,-0.6
2.8058,-13.021,-4.8897,1.1182,-1.2013,0.45968,19.56,53.1,-1.98
4.8625,-12.572,-3.7047,0.84452,0.57269,0.24435,19.5,53.34,-3.3
7.4503,-12.49,-2.9556,0.073915,2.1976,0.0956,19.62,53.4,-3.72
6.565,-14.206,-0.095342,-0.058032,3.0867,-0.88423,19.44,53.22,-4.32
4.5083,-15.337,-0.72188,0.35125,1.7376,-0.60292,19.44,53.28,-4.62
3.9908,-15.282,-0.72188,-0.86987,-0.69486,-0.50732,19.38,53.46,-4.8
2.4789,-14.833,-1.3076,-1.533,-1.8457,-0.42638,19.44,53.58,-4.92
-4.9306,-11.863,-0.62654,-2.5302,-2.9813,0.073609,19.44,53.64,-4.5
-4.8761,-10.542,1.7025,-3.3014,-1.6952,0.73976,19.44,53.76,-4.14
-0.65378,-13.579,2.9692,-3.4294,0.70494,0.4725,19.32,53.82,-3.12
-1.0896,-17.311,2.3291,-3.386,0.50457,0.27428,19.26,53.76,-1.38
-2.5606,-17.216,1.6753,-3.215,-1.4331,0.74953,19.02,53.52,0.9
-3.2825,-16.916,0.83084,-2.8362,-2.6817,0.85399,19.2,53.52,2.04
-1.9886,-12.19,-0.5993,-3.1792,-3.5812,0.74251,19.56,52.98,4.32
-0.29965,-11.032,-0.31327,-1.8579,-3.9554,0.51221,20.58,52.2,6.3
