Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
-1.6753,-9.6568,-0.31327,0.0073304,0.034819,0.0051924,22.68,29.1,-13.32
-1.6208,-9.6704,-0.24517,0.01405,0.01741,0.009163,22.86,28.92,-13.26
-1.58,-9.7522,-0.1362,0.025962,0.02474,0.020159,22.74,28.8,-13.38
-1.5391,-9.8066,-0.068102,0.038179,0.050091,0.0064141,22.74,28.68,-13.38
-1.6344,-9.7113,-0.027241,0.034819,0.058643,-0.0073304,22.98,28.62,-13.56
-1.757,-9.6704,-0.19068,0.017104,0.045815,0.0054978,22.86,28.62,-13.5
-1.6889,-9.6841,-0.054481,0.016493,0.023518,0.0076358,22.92,28.5,-13.38
-1.6344,-9.6977,-0.12258,0.012828,0.019242,0.010385,22.92,28.56,-13.38
-1.6072,-9.7794,-0.12258,0.024435,0.022907,-0.0042761,22.74,28.56,-13.5
-1.5936,-9.8611,-0.17706,0.022907,0.03146,-0.0082467,22.8,28.44,-13.44
-1.4846,-9.8066,-0.16344,0.020769,0.043982,-0.0036652,22.74,28.5,-13.56
-1.471,-9.793,-0.12258,-0.0018326,0.030238,0.0027489,22.74,28.44,-13.44
-1.5119,-9.7385,-0.068102,0.0015272,0.002138,-0.0088575,22.5,28.68,-13.44
-1.6481,-9.7522,-0.040861,0.0042761,0.0024435,-0.0082467,22.44,28.5,-13.62
-1.5936,-9.6977,-0.14982,0.0085521,0.0088575,-0.0036652,22.56,28.38,-13.56
-1.5119,-9.6977,-0.21793,0.0015272,0.0073304,0.010079,22.5,28.5,-13.5
-1.5391,-9.7658,-0.24517,0.0079412,-0.0024435,0.0097738,22.38,28.44,-13.32
-1.5391,-9.7113,-0.1362,0.0079412,-0.010996,0.0030543,22.62,28.74,-13.44
-1.6208,-9.6977,-0.081722,0.0064141,-0.0097738,-0.000916,22.62,28.8,-13.56
-1.5936,-9.6977,-0.19068,0.0064141,0.0054978,0.0051924,22.56,28.68,-13.62
-1.58,-9.7794,-0.27241,-0.0036652,0.0061087,0.0054978,22.62,28.86,-13.44
-1.5391,-9.7794,-0.31327,-0.011912,-0.000305,0.0018326,22.56,28.92,-13.56
-1.5527,-9.7385,-0.24517,-0.0088575,-0.0051924,0.0033598,22.5,28.98,-13.44
-1.5391,-9.6704,-0.054481,0.0058032,0.0012217,0.0015272,22.56,28.98,-13.44
