Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
12.558,-16.562,0.69464,0.73487,-1.5195,-1.7565,-11.1,37.56,-6.36
11.4,-15.718,0.47671,0.8097,-1.1906,-1.3082,-13.14,37.2,-7.2
8.7715,-14.519,0.027241,0.96822,-0.93035,-0.9163,-14.94,36.96,-7.98
6.7421,-13.92,-0.38137,1.1246,-0.71013,-0.046426,-18.66,36.06,-9.6
5.0531,-13.062,-0.6674,1.0473,-0.79077,0.47739,-20.04,35.7,-10.32
3.9771,-12.326,-0.70826,0.91538,-0.98777,0.90011,-21.48,35.22,-11.04
2.2337,-10.215,-0.32689,0.78924,-1.1408,1.2153,-23.64,34.56,-12.9
0.47671,-8.0496,0.17706,0.68173,-1.2205,1.4642,-24.48,34.32,-13.86
-1.6753,-5.2575,0.40861,0.62858,-1.1985,1.6163,-24.84,34.2,-14.88
-2.7104,-3.6639,0.55843,0.61606,-1.1057,1.4215,-24.84,34.68,-16.74
-3.3506,-3.3778,0.88532,0.57482,-0.9502,1.1719,-24.24,34.98,-17.58
-3.9227,-3.337,1.0079,0.48991,-0.7422,1.0574,-23.58,35.4,-18.24
-4.5492,-4.3585,1.1169,0.31734,-0.43433,1.0342,-22.44,35.94,-19.08
-4.1542,-4.7671,0.7355,0.073609,0.034819,1.0021,-22.2,36.12,-19.62
-2.5061,-5.7342,0.23155,-0.19395,0.56108,0.94806,-22.26,36.48,-20.28
-1.0351,-9.3572,0.83084,-0.478,1.3518,0.82589,-22.44,36.36,-20.58
-0.40861,-12.762,1.2258,-0.55986,2.1014,1.168,-22.86,36.24,-20.76
4.8625,-18.197,1.1305,-0.50488,2.7981,1.7315,-23.34,36.06,-20.1
7.7636,-17.094,-0.16344,-0.39798,3.3653,1.7211,-23.34,35.82,-19.62
10.188,-18.374,-1.1577,-0.1066,3.9196,1.7068,-23.1,35.88,-18.72
14.764,-19.518,-2.1384,-0.12553,4.0653,1.6154,-21.84,36.0,-17.16
16.29,-19.518,-2.1248,-0.4893,2.4343,1.0516,-20.94,36.12,-16.44
17.311,-17.679,-1.7162,-0.63163,1.0143,0.75198,-20.16,36.24,-15.48
13.974,-12.367,-1.6753,-0.74312,0.31215,0.5003,-18.3,36.48,-13.8
12.286,-9.6023,-1.471,-0.84391,0.38118,0.23457,-17.22,36.78,-12.72
11.032,-5.993,-1.0624,-0.92577,0.69944,-0.04215,-16.2,37.14,-11.76
10.637,-4.413,-0.88532,-0.85796,0.91721,-0.22144,-13.56,37.68,-10.02
9.8339,0.14982,-1.0624,-0.60109,1.0403,-0.39126,-12.0,38.34,-9.24
9.5615,1.3893,-1.2939,-0.38393,0.93646,-0.65668,-10.44,38.82,-8.52
9.2755,4.2904,-1.5255,-0.18845,0.58582,-1.1127,-7.68,39.9,-8.1
9.2482,4.3858,-1.2258,-0.011301,0.085216,-1.5892,-6.78,40.44,-8.16
9.0439,3.4459,-0.95342,0.14691,-0.39584,-2.036,-6.12,40.86,-8.58
8.5672,1.6889,-0.40861,0.33109,-0.89034,-2.4722,-6.18,41.22,-8.76
8.2131,1.3212,-0.21793,0.65943,-1.3998,-3.0974,-6.72,41.16,-8.76
7.7091,0.8036,-0.027241,0.77244,-1.4942,-3.3149,-7.38,41.16,-8.82
9.9429,-1.7298,0.28603,0.97922,-1.7984,-3.8332,-9.3,40.86,-8.22
12.708,-5.4618,0.28603,0.93218,-2.0302,-3.6374,-10.68,40.32,-7.92
14.111,-7.8862,0.24517,0.82772,-2.1646,-3.1014,-12.3,39.36,-7.44
14.451,-12.204,0.61292,0.79779,-2.1386,-2.7303,-16.26,37.02,-7.8
13.797,-12.83,0.47671,0.85918,-1.2449,-2.3185,-20.04,34.8,-9.18
13.825,-12.708,0.068102,0.94134,-1.1726,-1.7617,-21.78,33.78,-9.96
12.926,-12.885,-0.21793,0.98135,-1.2685,-1.4694,-23.4,32.82,-10.62
11.931,-12.926,-0.25879,0.97036,-1.0275,-0.67623,-24.84,31.8,-11.16
6.9328,-11.741,-0.40861,0.90561,-0.62369,-0.055894,-27.72,30.06,-12.06
4.7399,-10.855,-0.12258,0.7981,-0.51526,0.47189,-28.86,29.28,-12.48
1.2939,-9.8339,0.095342,0.60812,-0.62492,1.2165,-30.66,27.84,-13.14
-0.01362,-9.2074,0.19068,0.48594,-0.71929,1.5992,-31.38,27.24,-13.5
-0.74912,-8.7715,0.17706,0.43555,-0.74251,1.7126,-31.74,26.94,-14.1
-2.6968,-6.6331,0.21793,0.27275,-0.76786,1.7291,-31.38,26.94,-15.42
-3.4732,-5.5843,0.40861,0.22388,-0.74098,1.5721,-30.66,27.36,-15.72
-4.1542,-4.9714,0.91256,0.19059,-0.65088,1.4273,-29.76,27.96,-15.6
-4.7944,-4.699,1.3212,0.1066,-0.23274,1.3787,-28.56,29.04,-15.12
-4.4947,-4.7263,1.1577,-0.085521,0.30696,1.3903,-28.2,29.46,-14.88
-3.6094,-4.8625,0.81722,-0.25443,0.90469,1.3613,-28.02,29.76,-14.82
-0.55843,-6.674,0.68102,-0.3653,1.3839,1.2617,-28.02,29.88,-14.94
1.6753,-11.523,1.5391,-0.52626,1.9132,1.2147,-28.14,29.7,-14.94
6.7012,-18.633,1.5255,-0.76297,2.7046,2.0149,-28.44,29.58,-14.64
10.147,-18.891,0.89894,-0.91294,2.9624,2.3607,-28.62,29.58,-14.22
10.147,-18.891,0.89894,-0.57482,3.6765,1.7782,-28.62,29.58,-14.22
10.147,-18.891,0.89894,-0.55039,3.7574,1.6994,-28.62,29.58,-14.22
18.101,-18.96,-1.975,-0.75595,2.1698,1.1805,-28.08,29.88,-13.5
17.965,-13.934,-1.6208,-0.82894,0.98044,1.0256,-26.4,30.96,-12.24
14.124,-9.2618,-1.185,-0.80665,0.65546,0.81551,-24.9,32.16,-10.86
12.558,-5.5843,-1.3757,-0.7422,0.96303,0.56933,-23.4,33.24,-9.48
12.163,-3.2825,-1.5527,-0.68783,1.3002,0.32284,-21.84,34.08,-7.74
11.782,-0.89894,-1.5391,-0.60934,1.2233,0.20831,-19.74,35.04,-5.82
11.291,0.28603,-1.4438,-0.45143,0.9331,-0.057421,-18.84,35.64,-4.74
9.793,2.9148,-1.58,-0.25687,0.55467,-0.38759,-16.44,37.44,-3.24
8.2131,4.3858,-1.7025,-0.10324,0.17349,-0.70799,-13.98,39.0,-2.64
7.5048,4.985,-1.6344,0.044593,-0.22052,-1.0849,-13.26,39.54,-2.7
7.4503,3.8954,-1.3484,0.31215,-0.60842,-1.591,-13.14,39.54,-2.58
7.4503,2.3155,-1.185,0.42944,-0.72174,-1.7584,-13.56,39.54,-2.4
7.5729,1.6072,-1.0079,0.67745,-0.95081,-2.1554,-13.92,39.66,-2.1
7.7364,0.69464,-0.98067,0.99968,-1.3292,-2.8433,-14.22,39.72,-1.92
12.449,-2.6696,0.31327,1.1649,-1.722,-3.1915,-15.48,39.18,-1.02
14.928,-6.8374,0.35413,1.1875,-1.7614,-2.9667,-16.5,38.7,-0.42
16.644,-11.891,0.89894,1.2068,-1.8949,-2.5372,-19.26,37.08,-0.12
15.541,-13.13,1.2258,1.2046,-1.8066,-2.4514,-20.88,36.06,-0.66
15.296,-13.688,0.99429,1.149,-1.431,-2.3002,-22.32,35.16,-1.62
14.996,-14.056,0.76274,1.0159,-1.6273,-1.5067,-23.64,34.44,-2.76
12.027,-13.974,0.68102,0.93249,-1.7413,-0.92913,-26.22,33.0,-5.1
8.9486,-13.007,0.68102,0.8433,-1.2636,-0.26328,-27.3,32.46,-6.18
2.942,-9.1665,0.054481,0.85796,-0.82681,0.80756,-29.22,31.44,-8.1
1.1577,-7.8998,-0.19068,0.8717,-1.0101,1.3463,-30.0,30.96,-9.0
0.29965,-7.5457,-0.27241,0.85521,-1.0913,1.5434,-30.72,30.36,-9.96
-0.72188,-7.5048,0.28603,0.75808,-1.0626,1.912,-32.04,29.94,-12.24
-1.5255,-6.7421,0.9398,0.68936,-1.0259,1.9499,-32.16,30.06,-13.68
-2.8194,-5.4345,1.6753,0.5849,-1.1035,1.7972,-32.04,30.42,-15.18
-3.8273,-4.6037,1.8115,0.3934,-0.90439,1.4841,-30.78,31.74,-17.46
-3.8954,-4.7944,1.7706,0.22846,-0.3882,1.3421,-29.94,32.52,-17.82
-3.7456,-5.1621,1.6072,0.11393,-0.074831,1.3295,-29.52,33.12,-18.12
-2.8058,-5.8704,1.0351,-0.21716,0.88239,1.3237,-29.28,33.72,-18.12
-1.7298,-6.5241,0.72188,-0.42364,1.4337,1.2425,-29.28,34.14,-18.24
1.8932,-14.097,1.8387,-0.5565,2.0568,1.127,-30.06,34.68,-18.42
3.9908,-17.666,2.0022,-0.59804,2.894,1.6249,-30.54,34.74,-18.42
10.079,-18.782,1.185,-0.67317,3.4581,2.0024,-30.9,34.92,-17.88
14.206,-19.246,-0.50395,-0.52198,3.7003,1.4484,-30.3,35.58,-16.5
15.772,-19.504,-1.1441,-0.56352,3.4819,1.1982,-29.52,35.82,-15.96
17.025,-19.532,-1.5391,-0.77946,2.419,0.74251,-28.86,36.3,-15.36
16.903,-15.445,-1.7843,-0.87262,1.1793,0.47678,-27.48,37.2,-13.98
14.642,-11.809,-1.9205,-0.97066,0.40317,0.28161,-26.76,37.74,-13.38
12.463,-7.355,-1.7979,-1.1274,0.36835,0.21136,-25.5,38.94,-11.94
11.645,-5.094,-1.2939,-1.2278,0.78771,-0.057116,-24.54,39.54,-11.04
10.883,-3.4459,-0.77636,-1.1106,0.93829,-0.18845,-23.7,40.14,-10.26
9.6023,-0.027241,-0.5993,-0.88575,1.047,-0.32559,-21.18,41.58,-8.58
8.7987,2.0567,-1.2395,-0.58826,1.0632,-0.58338,-19.8,42.36,-7.86
7.5865,4.699,-1.7979,-0.30146,0.7364,-1.0278,-17.58,43.92,-7.44
7.1643,4.7807,-1.6481,-0.12675,0.40684,-1.3405,-17.16,44.46,-7.68
6.9055,4.3721,-1.5255,0.053145,0.088575,-1.6301,-16.98,44.88,-7.86
7.355,3.5549,-1.2803,0.28772,-0.39156,-1.9731,-17.46,45.12,-7.92
7.355,3.1599,-1.1577,0.55986,-0.96089,-2.3298,-17.94,45.36,-8.04
7.4367,2.3155,-0.6674,0.82375,-1.3234,-2.8051,-18.54,45.12,-7.86
10.597,0.01362,0.14982,1.0821,-1.5314,-3.2,-20.34,44.34,-7.32
13.184,-2.6015,-0.027241,1.1799,-1.7239,-2.9877,-21.3,43.74,-6.96
16.753,-7.0962,-0.027241,1.0333,-1.8509,-2.4471,-22.56,42.84,-6.42
