Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
-3.5277,-5.203,-0.6674,1.43,-0.95387,-0.32437,-24.54,16.8,-37.14
-4.5356,-4.7944,-1.076,1.1374,-0.73762,-0.1014,-24.66,15.78,-38.1
-5.7614,-4.3177,-1.0215,0.78679,-0.45418,0.18723,-24.48,14.94,-39.12
-7.8998,-3.2144,-1.2531,0.45265,-0.1518,0.52779,-23.52,13.86,-40.8
-7.355,-3.732,-1.9886,0.22999,0.083689,0.84208,-22.5,13.56,-41.52
-6.0611,-5.1485,-2.5061,0.033903,0.10629,1.1484,-21.06,13.86,-42.0
-3.0237,-7.3958,-1.8387,-0.43799,-0.22694,1.6099,-17.88,14.52,-41.34
0.99429,-12.381,1.7979,-1.0186,-0.34147,1.8546,-16.8,14.76,-40.68
6.1292,-18.292,4.3177,-2.0904,-0.057421,1.9722,-16.5,14.76,-40.32
16.712,-19.504,9.0167,-2.8564,0.92668,3.1191,-17.58,14.88,-40.92
18.81,-19.532,9.8066,-2.7458,2.5916,3.2345,-18.84,14.82,-41.58
19.355,-19.504,9.7385,-2.3332,3.5876,2.2113,-20.58,14.88,-41.88
19.532,-15.595,8.8532,-2.095,3.1227,1.5834,-23.64,15.18,-41.52
19.123,-11.387,7.1779,-1.8372,1.3616,1.3079,-24.78,15.54,-40.92
15.827,-7.4503,5.8023,-1.5766,-0.014966,1.1613,-25.56,16.08,-39.96
9.0303,-2.6015,4.7399,-1.4481,0.20556,1.0733,-26.7,17.76,-38.16
7.9543,-1.58,4.4675,-1.4395,1.3955,1.018,-27.18,18.66,-36.96
7.7091,0.19068,3.4732,-1.4426,2.7629,0.75472,-27.78,19.5,-35.64
9.3436,2.2882,0.99429,-1.4474,3.5116,0.35644,-28.8,21.6,-32.46
9.4661,3.8682,0.23155,-1.1429,2.8488,0.009163,-29.1,22.74,-30.66
8.2812,4.6037,-0.29965,-0.71196,1.5562,-0.26573,-29.28,23.76,-28.62
7.2324,4.8625,-1.9886,-0.35613,0.59376,-0.37049,-28.02,26.1,-23.94
6.7693,5.3119,-2.0158,-0.11698,-0.56505,-0.59895,-26.7,27.42,-21.78
5.6661,5.4754,-1.4301,-0.054367,-0.80023,-0.66065,-24.96,28.74,-20.1
5.8704,3.2144,-0.64016,0.15547,-0.6802,-0.85032,-21.66,30.9,-18.12
7.0417,1.9341,0.72188,0.32467,-0.29719,-1.1057,-20.52,31.74,-17.76
9.5615,0.40861,2.3699,0.41814,0.016799,-1.3528,-19.56,32.34,-17.76
18.714,-7.3822,8.0088,0.2865,0.29138,-1.314,-18.66,32.7,-17.76
19.436,-13.007,11.931,0.624,-0.40195,-0.86651,-18.6,32.76,-17.82
19.518,-15.119,13.811,0.91752,-0.40012,-0.84391,-18.9,32.7,-18.0
19.532,-12.994,12.34,2.0186,0.085827,-1.5919,-20.22,31.5,-18.36
19.504,-12.912,9.9565,2.7284,-0.88453,-2.2226,-21.36,30.36,-18.9
17.23,-13.076,8.7715,3.0552,-2.1301,-2.4096,-22.68,29.16,-20.04
9.793,-11.972,6.4969,3.0717,-3.04,-2.2358,-24.9,26.34,-24.42
6.1836,-10.46,5.1213,2.7755,-3.1777,-1.8085,-25.32,25.02,-26.82
4.1678,-9.398,4.2495,2.6264,-2.9309,-1.6503,-25.56,23.82,-29.22
0.57205,-7.7364,2.6832,2.0278,-1.7981,-1.1539,-25.56,22.56,-30.9
-2.7649,-5.993,1.3212,1.6194,-1.0336,-0.78282,-25.44,20.16,-33.78
-4.6582,-4.6445,0.21793,1.2437,-0.27947,-0.43066,-25.32,18.96,-34.92
-5.3937,-3.8682,-0.7355,0.90866,0.28222,0.061087,-24.72,16.86,-37.26
-6.17,-3.2961,-0.85808,0.73915,0.1912,0.23243,-24.3,15.96,-38.46
