Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
1.2803,-6.9872,0.40861,0.098349,-0.98624,-0.81153,-21.96,31.74,5.94
1.4301,-7.3005,0.64016,-0.023824,-0.9331,-0.8488,-22.56,31.62,6.12
1.6208,-7.6546,0.8036,-0.11087,-0.78069,-0.8998,-23.1,31.32,6.36
1.7298,-7.8589,0.99429,-0.14844,-0.58949,-0.93646,-23.34,31.08,6.6
2.2474,-8.5944,0.92618,-0.1909,-0.37843,-0.93768,-23.88,30.72,7.14
2.438,-9.0848,0.78998,-0.25901,-0.28436,-0.89797,-24.6,30.36,7.32
2.6423,-9.2891,0.74912,-0.3372,-0.21014,-0.78007,-24.9,30.06,7.56
2.8058,-9.6432,0.35413,-0.37507,-0.14813,-0.68111,-25.56,29.4,8.04
2.9284,-11.155,-0.081722,-0.3427,-0.17318,-0.69058,-26.28,29.04,8.52
2.833,-12.177,-0.44947,-0.35705,-0.24465,-0.66615,-26.82,28.62,9.0
2.8058,-12.326,-0.78998,-0.50488,-0.10446,-0.44563,-27.24,28.32,9.24
3.6639,-11.686,-1.9477,-0.73609,0.32742,-0.011301,-27.84,27.78,9.78
4.1951,-11.741,-2.438,-0.83322,0.7196,0.20006,-28.02,27.48,10.02
4.0589,-12.258,-2.3291,-0.67348,0.64446,0.012523,-28.26,27.18,10.14
3.7047,-12.381,-2.9556,-0.49419,0.63194,0.096517,-28.44,26.94,10.44
4.0997,-10.665,-4.2359,-0.4383,0.80756,0.57941,-28.56,27.0,10.68
4.1542,-8.2812,-4.9306,-0.39218,0.81001,0.9279,-28.56,26.88,10.92
3.6775,-7.3141,-4.7671,-0.36102,0.5174,0.85155,-28.62,27.06,10.98
2.1929,-7.8453,-3.1872,-0.42058,0.031765,0.53115,-28.44,27.12,11.04
1.2258,-8.7987,-2.3291,-0.50916,-0.18784,0.3204,-28.38,27.18,10.98
1.1986,-9.5479,-1.4165,-0.51343,0.18265,0.39798,-28.08,27.42,11.1
1.6208,-8.9894,-1.1032,-0.46365,0.85368,0.68142,-27.9,27.78,11.1
