Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
0.78998,-8.6353,-3.3097,0.58154,0.81886,1.0156,0.84,24.66,26.28
0.44947,-8.6625,-2.9829,0.4386,0.33445,0.78802,1.38,24.9,25.86
-1.2803,-8.8396,-2.2065,0.29322,-0.091935,0.48625,2.34,25.26,25.2
-2.3972,-8.9622,-2.2201,0.23915,-0.31337,0.1179,2.76,25.44,24.72
-2.942,-9.9701,-1.7843,0.26237,-0.096517,-0.46914,3.42,25.5,24.24
-2.4108,-10.719,-1.185,0.14325,0.12431,-0.74403,3.6,25.56,24.0
-1.7025,-11.223,-0.74912,0.053145,0.11179,-0.85582,3.66,25.56,23.76
-1.076,-11.509,-0.29965,-0.075136,-0.47098,-1.211,3.72,25.32,23.4
-0.88532,-11.959,-0.027241,-0.20739,-1.1017,-1.4517,3.84,25.32,23.28
-0.8036,-12.122,0.027241,-0.41875,-1.8021,-1.6744,3.66,25.32,23.16
-1.471,-12.64,0.35413,-0.71013,-2.1527,-1.9047,3.54,25.08,23.16
-1.975,-12.708,0.21793,-0.8717,-2.2856,-2.135,3.24,25.02,23.1
-2.2882,-12.531,-0.92618,-0.90958,-2.3359,-2.3552,3.0,25.02,23.16
-2.3291,-12.149,-1.6072,-0.92943,-2.2571,-2.4746,2.76,25.02,23.22
-2.4789,-9.5615,-1.8524,-0.97311,-1.9429,-2.3836,2.04,25.02,23.46
-1.9886,-7.6546,-1.58,-1.1096,-1.3518,-2.0085,1.56,24.84,23.88
-1.7298,-6.9328,-1.471,-1.3112,-1.0043,-1.7507,1.2,24.66,24.06
-1.0351,-5.4481,-0.42223,-1.5036,-0.71868,-1.5937,0.36,24.06,24.6
-0.51757,-5.5707,0.040861,-1.6719,-0.48228,-1.5101,-0.12,23.76,24.84
-0.51757,-6.3062,0.25879,-1.7736,-0.15455,-1.4798,-0.6,23.4,25.2
0.58567,-7.5184,0.054481,-1.7248,0.095906,-1.4713,-0.96,22.98,25.56
1.7434,-9.2891,-0.54481,-1.5101,0.28314,-1.4423,-1.8,21.96,26.1
1.9341,-9.6023,-0.6674,-1.1478,0.16096,-1.2831,-2.34,21.3,26.52
1.2531,-9.8475,-1.2803,-1.0388,0.026878,-1.1741,-2.82,20.7,27.06
1.1169,-9.8339,-1.8524,-0.894,-0.27184,-0.74526,-3.66,19.26,27.9
1.2258,-9.9156,-1.7298,-0.8152,-0.26084,-0.67195,-4.2,18.48,28.32
1.2258,-10.052,-1.3757,-0.40531,0.16493,-0.48991,-4.62,17.58,28.62
0.39499,-9.9292,-2.7649,-0.055283,0.32009,-0.20769,-5.22,16.2,29.28
0.14982,-9.7522,-3.1872,-0.0085521,0.26664,0.19364,-5.52,15.72,29.52
-0.095342,-10.692,-3.3915,0.099266,0.46304,0.69944,-5.94,14.58,30.0
0.34051,-11.618,-3.7047,0.41203,0.37538,0.99876,-6.12,14.16,30.18
