Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
2.547,-7.6546,0.34051,-0.086743,-0.45143,-1.5797,3.0,47.1,4.02
2.4789,-7.927,0.31327,0.078496,-0.71716,-1.4148,1.8,47.34,4.02
2.0158,-8.9758,0.054481,0.29993,-0.87079,-1.0684,-0.72,48.06,4.14
1.9613,-9.3708,-0.12258,0.36316,-0.85216,-0.75167,-1.68,48.18,4.2
1.9341,-10.052,-0.51757,0.3879,-0.83017,-0.58277,-2.46,48.3,4.14
1.9613,-10.624,-0.70826,0.40439,-0.71868,-0.0024435,-3.9,48.48,4.2
1.8387,-11.141,-1.0351,0.38576,-0.56933,0.40623,-4.44,48.54,4.26
1.9613,-11.877,-1.2258,0.36744,-0.40409,0.79351,-5.16,48.48,4.14
1.8115,-12.381,-0.88532,0.33903,-0.17165,1.1671,-6.06,48.3,4.02
1.58,-12.217,-0.78998,0.33995,0.219,1.4774,-6.42,48.3,3.78
1.5119,-12.0,-0.99429,0.44715,0.95906,1.8805,-6.6,48.3,3.48
1.7843,-10.665,-2.1248,0.4945,1.5146,2.0152,-6.96,48.42,2.46
1.7843,-10.665,-2.1248,0.51404,1.5733,2.0012,-6.96,48.42,2.46
2.4789,-9.1937,-3.4596,0.51435,1.4371,1.9331,-6.96,48.48,1.74
2.6968,-9.2618,-3.4323,0.46426,0.85491,1.8051,-6.9,48.42,1.44
2.4653,-9.1665,-2.7649,0.42547,0.64446,1.7685,-6.84,48.3,1.14
2.2201,-9.0848,-2.0567,0.32803,0.24954,1.6066,-6.12,48.12,1.08
1.9341,-9.0575,-1.6072,0.26145,0.31185,1.5091,-5.58,47.94,1.26
1.4982,-8.8396,-1.2803,0.18418,0.64171,1.3885,-4.02,47.46,1.56
1.7706,-8.54,-1.1577,0.13531,1.1173,1.303,-2.88,47.22,1.8
1.9341,-8.322,-1.1441,0.11759,1.8106,1.2153,-1.86,46.86,2.04
2.4108,-7.9951,-1.2258,0.1182,1.97,1.2159,0.42,46.26,3.0
2.8603,-7.7636,-1.0215,0.11393,2.1344,1.2544,1.38,45.9,3.42
3.1463,-7.5729,-0.99429,0.15302,1.9661,1.303,2.58,45.42,3.96
3.623,-7.641,-0.98067,0.20342,1.6325,1.3702,5.22,44.64,4.92
3.8682,-7.8589,-1.0215,0.24435,1.2126,1.4523,6.54,44.22,5.34
4.0589,-8.322,-1.2531,0.32284,0.72662,1.5143,7.98,43.92,5.7
3.9635,-8.9622,-1.5119,0.45815,0.067806,1.5739,10.92,43.38,6.0
3.9227,-9.5751,-1.6072,0.53481,-0.23732,1.5742,12.18,43.02,6.06
3.7865,-9.9565,-1.7434,0.56719,-0.42516,1.5272,13.38,42.72,5.94
3.6639,-10.42,-2.0567,0.57788,-0.46059,1.4248,15.24,42.24,5.7
3.6094,-10.447,-2.261,0.56566,-0.41172,1.2682,15.96,42.0,5.58
3.6366,-10.46,-2.3972,0.52565,-0.31918,1.0278,17.76,41.64,4.98
3.7456,-11.7,-2.3291,0.45387,-0.2361,0.55711,18.54,41.46,4.56
4.0044,-13.225,-2.1929,0.39248,-0.22969,0.24923,19.44,41.34,4.32
4.2904,-14.315,-2.1929,0.2364,-0.21319,-0.054978,20.1,41.04,3.96
4.2223,-13.757,-2.3972,0.072388,-0.27122,-0.37141,21.42,40.8,3.3
4.0316,-12.381,-2.4789,-0.05681,-0.4215,-0.73334,21.9,40.74,3.0
3.5413,-11.019,-2.2201,-0.17165,-0.57574,-1.102,22.5,40.62,2.76
3.4459,-10.311,-2.0839,-0.34056,-0.84971,-1.5675,22.92,40.5,2.22
3.5685,-10.351,-1.8115,-0.42791,-1.1173,-1.8283,23.04,40.56,2.04
3.5277,-10.42,-1.7025,-0.53878,-1.3787,-2.0058,23.04,40.68,1.86
3.2416,-10.637,-1.1577,-0.62522,-1.6182,-2.1377,22.68,40.8,1.44
3.0646,-11.073,-0.84446,-0.70097,-1.7547,-2.2376,22.32,40.98,1.38
2.7377,-11.482,-0.38137,-0.77946,-1.7141,-2.2614,21.6,41.22,1.44
2.1793,-11.496,0.054481,-0.88209,-1.3299,-2.2217,20.04,41.46,1.62
2.1248,-11.087,0.095342,-0.97005,-0.98685,-2.1432,18.96,41.64,1.68
2.2201,-10.42,0.068102,-1.0024,-0.66493,-2.0611,17.88,42.0,2.04
2.3563,-9.1665,0.38137,-0.98258,-0.47067,-1.9743,14.82,42.6,2.58
2.3972,-8.4446,0.64016,-0.93279,-0.38943,-1.8598,13.14,42.78,2.76
2.4517,-7.8453,0.64016,-0.83658,-0.42455,-1.7798,11.4,43.14,3.0
2.438,-7.0962,0.72188,-0.67134,-0.66065,-1.6509,7.8,43.56,3.36
2.3836,-6.8374,0.74912,-0.55528,-0.83078,-1.5537,5.88,43.74,3.48
2.2882,-6.674,0.68102,-0.50244,-0.91721,-1.5104,4.14,43.92,3.6
2.152,-6.5786,0.76274,-0.35705,-1.0626,-1.3216,0.9,44.4,3.72
2.0294,-6.8919,0.76274,-0.25779,-1.0522,-1.1784,-0.66,44.52,3.66
2.0294,-7.5048,0.6674,-0.16707,-0.98502,-0.99021,-3.6,44.94,3.24
2.0431,-7.8317,0.7355,-0.084299,-0.79138,-0.6521,-4.74,45.18,3.24
2.152,-8.8124,0.61292,0.045509,-0.6463,-0.3992,-6.9,45.36,3.06
2.1656,-9.8066,0.50395,0.088881,-0.57544,-0.26603,-7.68,45.48,3.0
2.2746,-10.992,0.40861,0.16096,-0.40775,0.0064141,-8.16,45.48,2.7
2.4108,-12.149,0.095342,0.20311,-0.14019,0.38882,-9.06,45.54,2.28
2.5061,-12.735,-0.20431,0.2419,0.012217,0.64141,-9.06,45.6,2.1
2.6968,-13.579,-0.068102,0.29902,0.15058,1.0366,-9.18,45.66,1.98
2.7377,-14.233,0.47671,0.42058,0.34086,1.3314,-9.18,45.96,1.74
2.7649,-14.22,0.095342,0.55039,0.57788,1.6118,-9.12,45.84,1.68
2.8603,-13.579,-0.53119,0.61636,0.72632,1.8014,-9.0,45.84,1.56
3.228,-11.441,-2.3427,0.6353,0.65057,1.8995,-8.52,45.84,1.38
3.2825,-10.229,-3.4187,0.66035,0.2697,1.8784,-8.28,45.72,1.26
2.8739,-9.2482,-3.4323,0.63866,-0.27703,1.7471,-7.98,45.6,0.84
2.547,-9.4253,-2.833,0.54489,-0.80695,1.4954,-7.74,45.6,0.72
2.152,-9.4661,-2.5198,0.49633,-0.8491,1.3885,-7.08,45.3,0.72
1.757,-9.1937,-1.9886,0.31979,-0.56719,1.084,-6.72,45.18,0.84
1.1169,-8.6353,-1.4301,0.23213,-0.085216,0.87568,-5.1,44.82,1.32
0.99429,-8.4855,-1.471,0.13195,0.59682,0.70402,-4.26,44.58,1.5
1.4438,-8.0088,-1.5527,0.049786,1.5608,0.52321,-2.28,44.1,1.86
