Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
6.3062,-7.4503,-2.6015,0.10934,-0.38301,-0.32284,-8.4,14.88,-6.48
6.3198,-7.5184,-2.5742,0.13408,-0.4328,-0.36224,-8.76,14.76,-6.36
6.3607,-7.6683,-2.6423,0.1066,-0.39065,-0.43158,-9.0,14.64,-6.06
6.6331,-8.036,-2.9829,0.057421,-0.25259,-0.51465,-9.6,14.52,-5.88
6.7421,-7.9951,-3.0237,0.047342,-0.24374,-0.52534,-9.9,14.34,-5.64
6.7557,-7.8045,-3.1872,0.026878,-0.29413,-0.5452,-10.44,13.98,-5.34
6.5105,-7.5048,-3.2144,-0.037568,-0.34239,-0.5904,-10.56,13.92,-5.34
6.456,-7.5048,-3.1191,-0.079412,-0.32437,-0.62553,-10.92,13.8,-5.34
6.5105,-7.4367,-3.228,-0.17898,-0.18662,-0.68845,-10.98,13.56,-5.22
6.851,-7.5593,-3.8001,-0.21564,-0.15088,-0.67042,-11.46,13.32,-4.98
7.1234,-7.5184,-3.8954,-0.24251,-0.19151,-0.62889,-11.7,13.02,-4.86
6.9464,-7.1779,-3.6775,-0.30574,-0.16707,-0.66065,-12.18,12.36,-4.68
6.8647,-7.1371,-3.6911,-0.36377,-0.091019,-0.7196,-12.6,12.06,-4.62
7.0145,-7.1234,-3.8137,-0.46395,-0.082467,-0.71716,-13.32,11.52,-4.26
7.2052,-6.9464,-3.732,-0.51465,-0.15882,-0.69516,-13.44,11.22,-3.96
7.4095,-6.565,-3.7184,-0.52931,-0.20831,-0.71563,-13.68,10.86,-3.66
7.5865,-6.4016,-3.9499,-0.59315,-0.27092,-0.80512,-14.1,10.5,-3.3
7.0281,-5.7886,-3.8001,-0.69669,-0.32559,-0.85246,-15.06,9.84,-2.88
7.2869,-5.5435,-3.9771,-0.76328,-0.48839,-0.79443,-15.48,9.42,-2.4
8.2539,-5.7205,-4.127,-0.77213,-0.68447,-0.77244,-15.9,9.06,-2.04
8.8532,-5.7614,-4.9578,-0.64507,-0.50977,-0.88117,-16.92,8.46,-1.02
8.3084,-5.7614,-5.0123,-0.54367,-0.50702,-0.97922,-17.52,8.28,-0.6
7.4912,-5.6252,-4.8352,-0.47556,-0.49144,-0.99754,-18.12,7.92,-0.06
6.3743,-4.7944,-4.6854,-0.3992,-0.51374,-0.9838,-19.14,7.14,0.96
6.3471,-4.5083,-4.7399,-0.37751,-0.53023,-0.88026,-19.56,6.72,1.5
6.6331,-4.4811,-4.9169,-0.33842,-0.51007,-0.87262,-20.52,5.88,2.58
7.3686,-4.5901,-5.3664,-0.30238,-0.53298,-0.93676,-21.18,5.52,3.06
7.4095,-4.699,-5.4481,-0.31796,-0.47983,-0.98502,-21.78,5.1,3.6
7.6002,-4.3994,-5.1894,-0.32376,-0.4496,-0.9838,-22.14,4.68,4.08
7.5321,-3.9908,-6.1836,-0.32926,-0.5681,-1.0168,-22.98,3.84,5.28
7.8589,-3.9227,-6.2109,-0.36346,-0.71807,-1.003,-23.52,3.42,5.64
7.246,-4.3449,-5.993,-0.36866,-0.7477,-0.99999,-24.3,2.52,6.54
6.7693,-4.3449,-5.8567,-0.416,-0.90744,-1.0098,-24.54,1.86,6.78
6.2245,-4.2904,-6.0202,-0.43249,-0.91233,-0.99754,-24.84,1.32,7.32
5.9521,-3.514,-5.7478,-0.42119,-0.72082,-0.93676,-25.5,0.3,8.1
5.6661,-3.4051,-5.884,-0.31673,-0.48258,-0.88301,-25.74,0.3,8.58
5.1894,-2.8875,-5.9385,-0.31765,-0.40012,-0.84147,-26.34,-1.02,9.48
5.2575,-2.5742,-5.775,-0.31185,-0.23885,-0.70127,-26.64,-1.56,10.02
5.3119,-2.4653,-5.8295,-0.31979,-0.20372,-0.65454,-26.82,-1.98,10.44
5.5026,-2.0567,-6.1155,-0.36927,-0.076664,-0.48533,-27.48,-2.88,10.98
5.6116,-1.866,-6.17,-0.38943,0.027794,-0.39004,-27.84,-3.36,11.22
6.0883,-1.58,-6.2926,-0.37813,0.24679,-0.27917,-27.9,-3.6,11.52
6.6059,-1.1577,-6.7829,-0.27031,0.49022,-0.21228,-28.32,-4.56,12.24
6.6195,-1.1169,-6.2381,-0.20403,0.66645,-0.17898,-28.5,-4.92,12.54
5.4481,-1.2531,-5.775,-0.036041,0.76328,-0.15424,-29.16,-5.52,12.72
6.1973,-1.2258,-6.3879,0.058948,0.77336,0.076664,-29.46,-5.88,12.84
7.927,-1.7025,-6.2517,0.091935,0.79321,0.093768,-29.52,-6.12,12.78
7.1915,-1.7843,-5.9521,0.32406,0.75136,0.10354,-29.94,-6.54,12.48
7.1098,-1.5527,-5.7478,0.36041,0.72815,0.16554,-30.12,-6.6,12.18
7.1507,-1.6889,-5.4481,0.47189,0.686,0.2584,-30.24,-6.78,11.94
7.0281,-1.6072,-5.7478,0.52412,0.69914,0.3598,-30.6,-7.08,11.34
7.1371,-1.6072,-5.38,0.64935,0.77061,0.42577,-30.72,-7.08,11.16
6.9191,-1.7434,-5.3528,0.75075,0.76725,0.51007,-30.78,-7.02,10.86
7.2188,-2.2746,-4.9714,0.76572,0.73334,0.57818,-31.08,-7.14,9.84
7.2869,-2.4108,-5.4618,0.85277,0.69914,0.63835,-31.08,-6.9,8.88
7.6274,-2.8603,-4.8761,0.84116,0.66401,0.72265,-30.9,-6.78,8.46
7.3958,-3.0782,-4.699,0.9108,0.57757,0.81001,-30.9,-6.54,8.04
7.2188,-3.1327,-4.6854,0.91019,0.56322,0.81612,-30.84,-6.36,7.5
7.4503,-3.6094,-4.6173,0.92393,0.58093,0.89095,-30.54,-6.0,6.66
8.2948,-3.6094,-4.6037,0.97586,0.40348,1.0241,-30.3,-5.64,6.24
8.1722,-4.0044,-3.9908,1.0534,0.40439,1.054,-30.12,-5.4,5.82
8.0632,-4.1814,-3.9227,1.1435,0.38759,1.0666,-29.76,-4.5,4.8
7.75,-4.1406,-3.5004,1.2205,0.18967,1.1026,-29.4,-4.08,4.38
7.5865,-3.9635,-3.9908,1.2291,0.030849,1.0925,-28.5,-3.3,3.36
7.8589,-4.4811,-3.8818,1.1591,-0.10263,1.0901,-28.14,-2.76,3.12
8.3084,-5.2847,-4.127,1.1185,-0.15913,1.0537,-27.3,-1.8,2.1
7.5457,-5.1213,-3.6366,1.0666,-0.24099,0.91233,-27.0,-1.2,1.92
6.9328,-5.094,-3.9635,0.89706,-0.16493,0.92577,-26.64,-0.66,1.56
7.5729,-6.5105,-4.4811,0.79596,-0.15333,0.95234,-26.22,-0.24,1.14
8.4719,-7.0281,-4.2904,0.71349,-0.13103,0.9838,-25.44,0.84,0.66
8.322,-7.6002,-3.7865,0.62675,0.019548,0.94379,-25.08,1.26,0.42
7.75,-7.6274,-3.8273,0.60598,0.12065,0.76938,-24.66,1.74,0.24
7.5593,-8.0769,-3.9635,0.54734,0.11759,0.73609,-23.7,2.94,-0.12
7.6138,-8.036,-3.1872,0.52412,0.15119,0.6973,-23.16,3.42,-0.3
7.7364,-8.4719,-3.0918,0.59223,-0.0051924,0.70921,-22.2,4.32,-0.78
7.6002,-7.6683,-2.9284,0.63347,-0.042761,0.68447,-21.9,4.98,-0.84
7.6002,-7.1098,-3.3097,0.76297,-0.33048,0.60476,-20.94,5.88,-1.2
7.7908,-7.5184,-3.1599,0.71777,-0.41661,0.59559,-20.58,6.36,-1.26
7.7908,-7.5184,-3.1599,0.73273,-0.37721,0.54153,-20.58,6.36,-1.26
6.5786,-7.5048,-3.0237,0.82467,-0.5904,0.44868,-20.04,6.72,-1.68
6.0747,-7.4776,-3.3234,0.78038,-0.61972,0.38851,-19.62,7.14,-1.86
6.674,-7.7908,-3.8409,0.7138,-0.51985,0.28558,-18.72,7.74,-2.16
6.9191,-7.7227,-3.6911,0.6463,-0.42394,0.14478,-18.36,8.04,-2.34
5.9793,-7.5184,-2.833,0.53237,-0.23427,0.0036652,-17.4,8.7,-2.88
