Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
6.7966,-0.12258,-7.1098,-0.035125,0.000611,0.018021,-20.52,-10.86,33.12
6.8374,-0.10896,-7.1098,-0.038179,-0.0097738,0.019548,-20.4,-10.86,33.06
6.7012,-0.10896,-7.2052,-0.033292,-0.0079412,0.018021,-20.46,-10.74,33.12
6.8919,-0.054481,-7.246,-0.039401,0.0027489,0.016188,-20.22,-10.74,33.0
6.9055,-0.095342,-7.246,-0.036957,-0.0024435,0.02474,-20.28,-10.74,32.88
6.851,-0.068102,-7.1915,-0.038179,-0.0027489,0.02138,-20.28,-10.68,32.82
6.8374,-0.027241,-7.1915,-0.036041,-0.0018326,0.016799,-20.28,-10.62,32.82
6.8102,-0.054481,-7.1779,-0.037568,-0.009163,0.012828,-20.28,-10.56,32.88
6.8238,-0.095342,-7.1371,-0.031765,-0.0094684,0.014966,-20.1,-10.38,32.76
6.7966,-0.054481,-7.1234,-0.032987,-0.011912,0.016188,-20.1,-10.44,32.64
6.7966,-0.095342,-7.1507,-0.028711,-0.0027489,0.012523,-20.22,-10.56,32.7
6.8238,-0.081722,-7.0962,-0.032376,0.0027489,0.019853,-20.4,-10.44,32.64
6.851,-0.054481,-7.1779,-0.035125,0.0039706,0.019853,-20.34,-10.32,32.7
6.7421,-0.14982,-7.1507,-0.032987,-0.0024435,0.01405,-20.34,-10.5,32.76
6.7557,-0.095342,-7.1234,-0.030849,-0.0042761,0.01741,-20.46,-10.62,32.82
6.8374,-0.027241,-7.0826,-0.034208,0.002138,0.019242,-20.4,-10.68,32.94
6.8647,-0.081722,-7.1779,-0.036041,-0.0033598,0.016799,-20.4,-10.68,33.06
6.7693,-0.081722,-7.1234,-0.033903,-0.0051924,0.014966,-20.34,-10.74,33.12
6.8238,-0.095342,-7.1507,-0.030543,-0.0067195,0.011606,-20.28,-10.8,33.18
6.8647,-0.081722,-7.1915,-0.039095,-0.0064141,0.01405,-20.22,-10.8,33.18
6.7693,-0.1362,-7.0553,-0.043982,-0.010079,0.015577,-20.22,-10.86,33.3
6.7829,-0.068102,-7.1371,-0.037263,-0.0097738,0.019242,-20.34,-10.92,33.48
6.8102,-0.16344,-7.1234,-0.030238,-0.010385,0.011606,-20.28,-10.86,33.6
6.7829,-0.081722,-7.2188,-0.038179,-0.0082467,0.012523,-20.16,-10.98,33.6
6.7693,-0.10896,-7.1915,-0.030238,-0.009163,0.018631,-20.04,-10.98,33.54
6.8238,-0.14982,-7.1643,-0.03146,-0.000305,0.016799,-20.16,-10.92,33.48
6.851,-0.081722,-7.2052,-0.03146,0.000916,0.015882,-20.16,-10.74,33.54
6.9328,-0.10896,-7.0962,-0.029627,0.0018326,0.012523,-20.16,-10.68,33.42
6.8919,-0.19068,-7.0553,-0.0281,0.0018326,0.01405,-20.28,-10.62,33.3
6.7966,-0.10896,-7.1234,-0.040928,0.0036652,0.012217,-20.34,-10.44,33.12
6.7693,-0.10896,-7.1507,-0.031765,-0.0027489,0.012523,-20.46,-10.38,33.12
6.851,-0.095342,-7.2869,-0.03543,-0.0058032,0.017104,-20.52,-10.5,33.12
