Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
-0.47671,-13.498,-1.471,0.31948,0.48472,-0.047342,-7.8,39.06,-9.9
0.39499,-13.525,-2.4517,0.044288,0.59529,0.083689,-7.86,38.82,-10.2
0.24517,-13.184,-2.547,-0.38851,0.3824,0.10599,-7.98,38.58,-10.74
-0.40861,-13.92,-1.866,-0.94562,0.54703,0.12095,-7.98,38.4,-10.8
0.01362,-14.792,-2.2882,-1.7532,0.46212,0.19487,-7.74,38.22,-11.1
0.35413,-13.974,-3.8954,-2.2147,0.1237,0.37965,-7.56,38.16,-10.98
-0.50395,-13.253,-4.6718,-2.5702,-0.12309,0.51588,-7.44,38.16,-10.8
-1.7025,-12.149,-2.6696,-3.4367,-0.10537,0.70921,-6.9,38.28,-10.2
-0.21793,-14.982,3.9635,-4.3164,-0.68478,0.98319,-6.6,38.22,-9.72
0.44947,-18.306,3.1463,-3.4868,-0.64232,0.80756,-6.0,38.34,-8.1
-0.57205,-18.061,-0.76274,-2.4847,-3.4459,0.75533,-5.28,38.28,-6.3
-0.081722,-16.045,-1.1713,-2.1396,-3.9679,0.96456,-4.98,38.34,-5.4
-0.70826,-11.7,-3.8001,-1.4673,-2.412,1.1539,-3.96,38.28,-3.18
-1.9068,-11.359,-2.2474,-1.6374,0.09163,1.6405,-3.06,38.34,-1.08
-2.2882,-10.91,-2.4925,-2.2691,3.7742,2.0766,-2.52,38.1,-0.06
-2.2474,-8.4719,-0.62654,-3.0198,4.5427,2.3146,-1.14,37.8,2.04
-0.27241,-5.2575,0.78998,-2.5482,4.0968,2.0507,0.36,37.5,4.44
-0.027241,-4.2359,1.5391,-1.8805,3.9639,1.7709,1.02,37.2,5.58
0.61292,-2.7377,3.8001,-2.0366,3.9999,1.1817,2.22,36.6,7.56
1.6753,-2.0431,0.77636,-3.5091,2.9377,1.0269,3.24,35.82,9.54
2.438,-1.7979,-1.2667,-2.5919,2.6933,0.95845,3.9,35.46,10.56
1.1305,-1.7298,-2.152,-1.8888,2.5666,0.41203,4.8,34.5,12.78
2.0431,-3.5413,-2.5879,-1.306,1.6386,0.1066,5.28,33.42,14.76
2.2882,-5.1213,-3.0918,-0.6185,0.93737,0.022297,5.52,32.82,15.84
1.2803,-4.522,-5.3392,-0.015882,0.12339,0.1518,5.52,32.1,17.88
1.6344,-2.2337,-8.8805,0.61636,-1.0269,0.20556,5.52,31.26,19.38
0.81722,-1.185,-9.1393,1.2101,-1.1023,-0.012523,5.52,30.9,19.92
-1.8932,-1.6344,-6.2926,2.4545,-0.67959,-0.32437,5.46,30.42,20.64
-2.3563,-2.0431,-3.4732,3.1521,-1.9813,-0.5962,5.4,30.3,20.82
-0.24517,-5.5843,-4.9033,2.9129,-2.0507,-0.50732,5.64,30.06,20.76
-0.68102,-16.699,-8.0224,2.9633,-2.6472,-0.52962,5.52,30.12,20.58
0.61292,-19.504,-5.6252,2.7923,-2.3152,-1.5375,5.52,30.42,19.5
-0.57205,-15.663,-2.0294,2.0134,-0.7141,-0.94592,5.52,30.54,18.9
-2.3018,-9.4389,-2.6287,1.7214,-1.2767,-0.33506,5.7,30.78,18.3
-2.0567,-6.8102,-3.5004,1.4615,-2.0287,-0.21472,5.7,31.02,17.52
-0.64016,-9.5751,-0.44947,2.2113,-1.9196,-1.157,6.12,31.56,15.6
-0.49033,-10.488,-0.14982,2.4297,-1.8314,-1.8735,6.06,31.86,14.58
-0.068102,-12.258,-0.98067,1.956,-2.3237,-2.43,5.94,32.22,13.5
