Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz
8.5808,-1.4574,1.7843,-0.97708,1.2095,0.72693,-134.7,15.06,-55.68
8.6489,-1.2258,1.9613,-0.92424,1.0211,0.87354,-134.94,14.94,-56.1
9.4117,-0.69464,2.0158,-0.82833,0.89095,0.95845,-135.12,14.82,-56.4
10.937,-0.10896,1.7706,-0.66584,0.60323,0.93493,-135.24,14.76,-57.0
10.637,-0.50395,1.3212,-0.43433,0.18998,0.78832,-135.78,14.88,-57.48
10.801,-1.9205,0.35413,-0.35613,0.67959,0.53451,-135.9,15.0,-57.78
11.264,-0.92618,2.0703,-1.1536,0.68967,0.17685,-135.78,15.18,-58.2
11.727,0.6674,3.0646,-1.4676,0.17104,-0.15669,-135.84,15.54,-58.8
12.858,-1.0215,3.6775,-0.23457,0.39065,-0.46029,-135.9,15.96,-59.16
13.62,-2.4517,4.522,1.6243,0.15455,-0.75136,-135.9,16.38,-59.34
10.706,-3.3097,4.3858,2.043,-0.26603,-0.91691,-136.14,16.8,-59.76
10.46,-4.7126,4.2495,1.7966,-0.12828,-0.90225,-136.14,16.86,-60.06
11.196,-5.2575,5.0395,1.886,-0.17959,-0.80084,-136.02,16.92,-60.36
14.478,-5.9657,2.0975,1.6609,-1.3372,-0.52137,-136.14,17.1,-60.6
14.642,-5.6661,0.14982,0.89247,-2.1664,-0.55986,-136.44,17.16,-60.72
11.414,-2.8194,-0.068102,-0.024129,-1.9786,-0.44593,-136.5,17.04,-60.96
10.052,-1.6753,1.7434,-0.15577,-1.3103,-0.35369,-136.62,17.04,-60.84
8.717,-0.36775,2.1793,1.1796,-1.1078,-0.07025,-136.92,16.62,-60.54
8.3901,-0.64016,1.4574,1.6762,-1.5501,0.13225,-136.92,16.32,-60.48
7.246,-1.2803,1.4165,1.5339,-1.8821,0.15821,-137.04,16.26,-60.3
4.6173,-2.5061,0.54481,1.5565,-1.7361,0.20311,-137.22,16.14,-59.88
4.7671,-3.5685,-0.081722,1.6084,-1.4667,0.22144,-137.1,16.02,-59.82
5.2302,-4.0044,-0.64016,1.0418,-0.62614,0.19517,-136.98,16.14,-59.7
5.9657,-3.337,-0.16344,0.62827,-0.40195,0.16463,-136.98,16.26,-58.98
5.9521,-2.833,-0.027241,0.61025,-0.47831,0.20342,-136.8,16.38,-58.8
5.5435,-2.8194,-1.0488,0.6692,-0.23763,0.16554,-136.68,16.8,-58.32
5.6388,-2.8467,-1.4029,0.50488,0.21289,0.11759,-136.68,16.8,-58.14
6.9464,-2.2065,-2.4789,0.29627,0.68509,0.10324,-136.74,17.28,-58.08
9.0303,-2.1248,-2.7786,0.24435,0.85032,0.11637,-136.8,17.58,-58.2
10.787,-1.8932,-2.6968,0.2642,0.72601,0.051618,-136.86,17.76,-58.44
12.449,-2.2882,2.1112,0.17196,0.57696,-0.067806,-136.92,18.3,-58.74
12.939,-2.6968,-0.40861,0.034514,-0.09499,-0.36163,-136.92,18.48,-59.04
14.901,-3.3234,-3.9227,0.073609,-0.46548,-0.58215,-136.92,18.72,-59.22
14.901,-2.6287,-3.3506,-0.053756,-0.76328,-0.0097738,-137.4,19.08,-59.4
14.029,-3.8137,0.95342,0.12156,-0.84635,0.048258,-137.64,19.32,-59.52
13.797,-5.993,3.1191,0.48961,-0.51832,0.16035,-137.7,19.56,-59.64
9.5342,-8.6489,2.6832,-0.12614,-0.6298,0.53084,-137.88,19.62,-59.76
8.3493,-5.0668,-1.2258,-0.50885,-0.39034,0.026573,-137.82,20.04,-59.7
5.5435,-2.9284,1.3757,-0.32315,-0.06353,-0.13714,-137.82,20.22,-59.76
7.7091,-2.9556,2.2065,-0.29871,0.88911,-0.57544,-137.7,20.28,-59.58
12.626,-4.2087,3.1872,-0.6408,1.4276,-0.59651,-137.64,20.28,-59.4
11.427,-2.9965,2.3155,-1.2324,1.3143,-0.5116,-137.4,20.1,-58.92
